source_entry	source_target	opcode_name	problem_kind	status	readability_status	operation_family_mix	unresolved_mix	dispatch_slot_kind	state_kind	delta	shape	word_shape	operand_layout	word_layout	programs	program_count	observation_rows	target_entries	target_entry_count	trace_rows	trace_files	dynamic_start_vm_ip_count	exact_string_refs	side_effect_categories	formula_variables	formula_constants	required_inputs	operator_summary	state_formula	dispatch_formula	next_step
33	0x7f7c4	vmop_033_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:807	algebraic_state_or_slot_formula:807	slot_multi_path	state_add_const	+0x4	CCVV	CV	b0=0xe8;b1=0x01;b2=var122(top=0x34:5.8%);b3=var129(top=0xc8:6.6%)	w0=0x01e8;w1=var677(top=0x8c34:2.8%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+35	59	807	18;28;43;64;66;114;157;167;168;172;185;189;196;199;203;215;258;268;297;307;333;337;338;340;...+1	25	18496	vm_instruction_trace.tsv:9248;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:9248	807	0		state0;u16_2	0xffff;0x15422921;0x2d0713f3	pre_state;raw_vm_bytes:u16_2	mask32:3;&:2;|:3;+:4	state0 | 0x15422921 & u16_2 + state0 | 0x15422921 + 0x2d0713f3	128=(mask32((mask32(u16_2 + (mask32(state0 | 0x15422921)))) + 0x2d0713f3)) & 0xffff	simplify_to_c_expression_or_table
35	0x7fd4d	vmop_035_plus0x5_state_preserve_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1	algebraic_state_or_slot_formula:1	slot_mba_stateful	state_preserve	+0x5	CCCCC	CC	b0=0x69;b1=0xf8;b2=0x00;b3=0x3d;b4=0x01	w0=0xf869;w1=0x3d00	001	1	1	256	1	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	1	0		state0;u16_0	0xffff;0x2c39edf6	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;^:1;-:1	state0	1=(mask32((mask32(u16_0 - state0)) ^ 0x2c39edf6)) & 0xffff	simplify_to_c_expression_or_table
36	0x800a1	vmop_036_plus0x5_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1	algebraic_state_or_slot_formula:1	slot_multi_path	state_add_const	+0x5	CCCCC	CC	b0=0x5c;b1=0xc2;b2=0xa3;b3=0x3d;b4=0x01	w0=0xc25c;w1=0x3da3	052	1	1	108	1	8	vm_instruction_trace.tsv:4;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4	1	0		flags0;state0;u16_0	0xffff;0x348b11be;0x72d0ef43;0x73966fc6;0x7af5a860	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:7;&:7;|:3;^:7;+:3;-:2	state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860 ^ u16_0 - state0 + flags0 ^ flags0 & 0x73966fc6 & 0x348b11be ^ 0x72d0ef43 | 0x7af5a860	4=(mask32(u16_0 - (mask32((mask32((mask32((mask32(state0 + flags0)) ^ (mask32((mask32(flags0 & 0x73966fc6)) & 0x348b11be)))) ^ 0x72d0ef43)) | 0x7af5a860)))) & 0xffff	simplify_to_c_expression_or_table
37	0x80685	vmop_037_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:221	algebraic_state_or_slot_formula:221	slot_mba_stateful	state_add_const	+0x5	VVVCC	VV	b0=var141(top=0xc1:12.7%);b1=var150(top=0x3e:12.6%);b2=var27(top=0x00:78.2%);b3=0x3d;b4=0x01	w0=var220(top=0x3e74:12.6%);w1=var27(top=0x3d00:78.2%)	000;001;007;008;009;010;021;023;025;026;028;029;030;032;034;037;039;041;042;043;045;046;048;050;...+8	32	221	108;144;160;173;198;256;257;352	8	4070	vm_instruction_trace.tsv:2035;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:2035	221	0		flags0;state0;u16_0	0xffff;0x504fc3d;0x384e1c86;0x4eca0e49	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:5;&:1;|:1;^:4;+:3;-:6	state0 - flags0 + 0x504fc3d - 0x4eca0e49 | u16_0 ^ state0 - flags0 + 0x504fc3d - 0x4eca0e49 ^ 0x384e1c86	128=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 - (mask32(flags0 + 0x504fc3d)))) - 0x4eca0e49)))) ^ 0x384e1c86)) & 0xffff	simplify_to_c_expression_or_table
40	0x8115d	vmop_040_plus0x6_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:93	algebraic_state_or_slot_formula:93	slot_mba_stateful	state_add_const	+0x6	CCCCVV	CCV	b0=0xe8;b1=0x01;b2=0x3d;b3=0x01;b4=var77(top=0xb0:10.2%);b5=var73(top=0x03:10.1%)	w0=0x01e8;w1=0x013d;w2=var90(top=0x0848:9.9%)	000;002;003;004;006;007;008;010;011;012;014;016;019;020;021;022;023;025;026;030;032;034;036;039;...+17	41	93	18;28;64;66;114;185;189;199;215;258;297;307;337;340;347	15	1856	vm_instruction_trace.tsv:928;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:928	93	0		state0;u16_4	0xffff	pre_state;raw_vm_bytes:u16_4	mask32:1;&:2;^:2	state0 & u16_4 ^ state0	128=(mask32(u16_4 ^ state0)) & 0xffff	simplify_to_c_expression_or_table
42	0x815ea	vmop_042_plus0x4_state_mixed_slot_const_or_affine	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	fixed_or_affine_dispatch:3	algebraic_state_or_slot_formula;state_formula_not_named:3	slot_const_or_affine	state_mixed	+0x4	CCEE	CE	b0=0x00;b1=0x00;b2=enum2(0xa9:2,0x36:1);b3=enum2(0x00:2,0x01:1)	w0=0x0000;w1=enum2(0x00a9:2,0x0136:1)	041;048;052	3	3	169;310	2	6	vm_instruction_trace.tsv:3;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:3	3	0		flags0;state0;u16_2	0x3;0x160c3a44;0x327f38a4;0x471012ae	pre_state;pre_flags;raw_vm_bytes:u16_2	<<:1;^:2;-:3	state0 - flags0 ^ state0 - 0x327f38a4 - 0x471012ae ^ 0x160c3a44	3=u16_2 << 0x3	simplify_to_c_expression_or_table
43	0x8173d	vmop_043_plus0x4_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1460	algebraic_state_or_slot_formula:1460	slot_mba_stateful	state_add_const	+0x4	VVVV	VV	b0=var251(top=0x17:2.2%);b1=var251(top=0x74:5.0%);b2=var252(top=0xa3:3.3%);b3=var244(top=0x00:10.4%)	w0=var1390(top=0x7bb7:1.6%);w1=var1246(top=0x005f:2.2%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+36	60	1460	0;3;18;26;28;30;33;37;49;64;66;70;79;83;91;99;114;121;124;125;128;129;140;146;...+42	66	32276	vm_instruction_trace.tsv:16138;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:16138	1460	0		state0;u16_0;u16_2	0xffff;0x64d373dc	pre_state;raw_vm_bytes:u16_0,u16_2	mask32:4;&:1;^:5;-:1	state0 ^ u16_2 ^ state0	128=(mask32((mask32(u16_0 ^ (mask32(state0 ^ (mask32(u16_2 ^ state0)))))) - 0x64d373dc)) & 0xffff	simplify_to_c_expression_or_table
48	0x82477	vmop_048_plus0x5_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:93	algebraic_state_or_slot_formula:93	slot_multi_path	state_add_const	+0x5	VVEVV	VV	b0=var36(top=0xa8:11.3%);b1=var50(top=0x80:14.1%);b2=enum4(0x3a:109,0x50:80,0x62:69,0x32:25);b3=var73(top=0x01:9.5%);b4=var76(top=0x3b:9.2%)	w0=var84(top=0x8024:9.2%);w1=var86(top=0x013a:8.8%)	007;009;010;011;019;022;023;032;034;035;039;041;042;043;046;048;050;052;054;055;056;059;061;063	24	93	3;18;28;30;49;52;66;79;83;90;92;121;124;131;154;185;186;199;200;220;239;254;260;269;...+13	37	566	vm_instruction_trace.tsv:283;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:283	93	0		flags0;state0;u16_0;u16_3	0x6134e7;0x8881ae0;0x157b2443;0x1accc893;0x41ba58a6;0x430c028c;0x4f1a7667;0x6134e706;0x79fc8ff4;0x7e86fbd3	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_3	mask32:25;&:27;|:3;^:25;+:13;-:18	state0 & u16_3 + state0 ^ flags0 ^ 0x8881ae0 - 0x1accc893 + 0x4f1a7667 - flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 ^ 0x79fc8ff4 | flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 - 0x430c028c & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 + 0x157b2443 - u16_0 + state0 & u16_3 + state0 ^ flags0 ^ 0x8881ae0 - 0x1accc893 + 0x4f1a7667 - flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 ^ 0x79fc8ff4 | flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 - 0x430c028c & flags0 ^ 0x8881ae0 - 0x1accc893 & 0x6134e706 & 0x7e86fbd3 ^ 0x41ba58a6 + 0x157b2443	78=(mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 & (mask32((mask32(u16_3 + state0)) ^ flags0)))) + 0x4f1a7667)) - (mask32(flags0 & 0x6134e706)))) & (mask32(flags0 & 0x6134e7...#0107acd66a38 | 28=(mask32(u16_0 + (mask32((mask32((mask32((mask32((mask32((mask32((mask32(state0 & (mask32((mask32(u16_3 + state0)) ^ (mask32((mask32(flags0 ^ 0x8881ae0)) - 0x1accc893)))))) + 0x4f1a7667)) - (mask32((mask3...#e5611d77c267	simplify_to_c_expression_or_table
49	0x82820	vmop_049_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:415	algebraic_state_or_slot_formula:415	slot_mba_stateful	state_add_const	+0x5	CVVCC	VV	b0=0x00;b1=var168(top=0x78:8.6%);b2=var190(top=0xa7:6.9%);b3=0x3d;b4=0x01	w0=var168(top=0x7800:8.6%);w1=var190(top=0x3da7:6.9%)	000;001;002;003;004;007;009;010;011;012;013;014;015;018;019;020;021;022;023;025;026;027;028;029;...+26	50	415	108;144;160;173;198;256;257;352	8	8264	vm_instruction_trace.tsv:4132;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:4132	415	0		flags0;state0;u16_1	0xffff;0x353700ed;0x55a592d8;0x55b8ef8d	pre_state;pre_flags;raw_vm_bytes:u16_1	mask32:6;&:4;+:10;-:4	state0 & flags0 + flags0 - 0x353700ed + 0x55a592d8 - u16_1 + state0 & flags0 + flags0 - 0x353700ed + 0x55a592d8 + 0x55b8ef8d	128=(mask32((mask32(u16_1 + (mask32((mask32((mask32((mask32(state0 & flags0)) + flags0)) - 0x353700ed)) + 0x55a592d8)))) + 0x55b8ef8d)) & 0xffff	simplify_to_c_expression_or_table
52	0x833c7	vmop_052_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:55	algebraic_state_or_slot_formula:55	slot_mba_stateful	state_add_const	+0x5	VVVCC	VV	b0=var48(top=0x82:23.2%);b1=var45(top=0xb0:23.9%);b2=var40(top=0x47:23.2%);b3=0x3d;b4=0x01	w0=var55(top=0xb082:23.2%);w1=var40(top=0x3d47:23.2%)	002;004;007;008;018;029;030;035;036;041;042;046;048;050;052;053;055;056;059;061;063;065	22	55	18;28;64;75;145;189;196;199;210;246;316;334;347	13	2206	vm_instruction_trace.tsv:1103;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1103	55	0		state0;u16_0	0xffff;0x7823b2da	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;^:2;+:3	state0 + u16_0 + state0 ^ 0x7823b2da	128=(mask32((mask32(u16_0 + state0)) ^ 0x7823b2da)) & 0xffff	simplify_to_c_expression_or_table
54	0x837cb	vmop_054_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:1	algebraic_state_or_slot_formula:1	slot_mba_stateful	state_add_const	+0x5	CCCCC	CC	b0=0xf1;b1=0x1b;b2=0xbd;b3=0x3d;b4=0x01	w0=0x1bf1;w1=0x3dbd	042	1	1	256	1	2	vm_instruction_trace.tsv:1;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1	1	0		flags0;state0;u16_0	0xffff;0x437360e7;0x68b4ad2f	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:4;&:3;^:2;-:2	state0 & flags0 - 0x68b4ad2f	1=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 & flags0)) - 0x68b4ad2f)))) ^ 0x437360e7)) & 0xffff	simplify_to_c_expression_or_table
56	0x83e76	vmop_056_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:4	algebraic_state_or_slot_formula:4	slot_mba_stateful	state_add_const	+0x5	EECCE	EC	b0=enum4(0x8d:11,0x02:10,0x34:4,0x42:2);b1=enum4(0x76:11,0xf0:10,0x75:4,0x66:2);b2=0x3d;b3=0x01;b4=enum4(0x4b:11,0x1b:10,0xb7:4,0x27:2)	w0=enum4(0x768d:11,0xf002:10,0x7534:4,0x6642:2);w1=0x013d	048;055;059;061	4	4	108;160;173	3	54	vm_instruction_trace.tsv:27;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:27	4	0		state0;u16_0	0xffff;0x5380ff71	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;^:2;+:1;-:2	state0 + u16_0 - state0 ^ 0x5380ff71	6=(mask32((mask32(u16_0 - state0)) ^ 0x5380ff71)) & 0xffff	simplify_to_c_expression_or_table
62	0x84aa3	vmop_062_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:16	algebraic_state_or_slot_formula:16	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var14(top=0xf9:77.5%);b1=var14(top=0xc9:75.8%);b2=var16(top=0xa3:75.8%);b3=var16(top=0x52:75.8%)	w0=var16(top=0xc9f9:75.8%);w1=var16(top=0x52a3:75.8%)	022;032;041;042;046;048;053;055;056;061;063	11	16	28;66;124;157;196;200;215;253;297;307;337;347	12	240	vm_instruction_trace.tsv:120;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:120	16	0		flags0;state0;u16_0;u16_2	0xffff;0xd90ded5;0x5dbb6647;0x7ebb48a2	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:6;&:1;|:3;^:8;+:6	state0 | u16_2 ^ flags0 + 0xd90ded5 ^ 0x5dbb6647 + u16_0 ^ state0 | u16_2 ^ flags0 + 0xd90ded5 ^ 0x5dbb6647 + 0x7ebb48a2	36=(mask32((mask32(u16_0 ^ (mask32((mask32(state0 | (mask32(u16_2 ^ (mask32(flags0 + 0xd90ded5)))))) ^ 0x5dbb6647)))) + 0x7ebb48a2)) & 0xffff	simplify_to_c_expression_or_table
64	0x85059	vmop_064_plus0x4_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2222	algebraic_state_or_slot_formula:2222	slot_multi_path	state_add_const	+0x4	VVVV	VV	b0=var256(top=0xef:1.6%);b1=var256(top=0x8a:1.6%);b2=var256(top=0x93:2.0%);b3=var252(top=0x00:3.6%)	w0=var2176(top=0x8a33:1.1%);w1=var1967(top=0x0091:1.3%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+38	62	2222	0;3;18;20;26;28;30;33;37;43;49;52;66;70;79;83;121;122;123;124;128;129;140;146;...+49	73	47356	vm_instruction_trace.tsv:23678;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:23678	2222	0		flags0;state0;u16_0;u16_2	0xffff;0x2701cdcd;0x4cd0c9ae;0x5b249a06;0x711675f2;0x729dddb0;0x79614de5	pre_state;pre_flags;raw_vm_bytes:u16_0,u16_2	mask32:16;&:4;|:1;^:6;+:14;-:5	state0 - 0x79614de5 ^ u16_2 + flags0 + 0x4cd0c9ae + 0x711675f2 & 0x5b249a06 ^ flags0 + 0x4cd0c9ae + 0x711675f2 & 0x5b249a06 + 0x729dddb0	77=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - 0x79614de5)) ^ (mask32(u16_2 + flags0)))) ^ (mask32(flags0 + 0x729dddb0)))))) + 0x2701cdcd)) & 0xffff | 51=(mask32((mask32(u16_0 - (mask32((mask32((mask32(state0 - 0x79614de5)) ^ (mask32(u16_2 + (mask32(flags0 + 0x4cd0c9ae)))))) ^ (mask32((mask32(flags0 + 0x4cd0c9ae)) + 0x729dddb0)))))) + 0x2701cdcd)) & 0xffff	simplify_to_c_expression_or_table
65	0x85371	vmop_065_plus0x4_state_simple_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:16	algebraic_state_or_slot_formula:16	slot_mba_stateful	state_simple	+0x4	VVVV	VV	b0=var16(top=0x05:17.4%);b1=var14(top=0x57:17.4%);b2=var15(top=0x5d:17.4%);b3=var15(top=0xff:17.4%)	w0=var16(top=0x5705:17.4%);w1=var16(top=0xff5d:17.4%)	026;032;042;055;056;059;061;063	8	16	18;28;43;64;124;185;199;215;239;253;333;337;345;347	14	46	vm_instruction_trace.tsv:23;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:23	16	0		state0;u16_0	0xffff;0x5db84d25	pre_state;raw_vm_bytes:u16_0	mask32:2;&:1;^:1;-:1	state0	9=(mask32((mask32(u16_0 ^ state0)) - 0x5db84d25)) & 0xffff	simplify_to_c_expression_or_table
66	0x855ff	vmop_066_plus0x3_state_add_const_slot_multi_path	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:2180	algebraic_state_or_slot_formula:2180	slot_multi_path	state_add_const	+0x3	VVV	V	b0=var248(top=0x65:2.5%);b1=var253(top=0xa8:2.1%);b2=var114(top=0x3a:8.4%)	w0=var2074(top=0xc1e2:1.1%)	000;001;002;003;004;005;006;007;008;009;010;011;012;013;014;015;016;017;018;019;020;021;022;023;...+38	62	2180	3;17;20;26;30;33;37;43;48;49;52;54;64;70;74;79;83;90;92;99;105;107;114;121;...+64	88	45478	vm_instruction_trace.tsv:22739;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:22739	2180	2	tls_or_ssl	b2;flags0;state0;u16_0	0x5;0x13de2cdd;0x2f6cb1f6;0x3cd18153;0x42a6ffd6;0x50170614;0x7167293a;0x745ff1d2	pre_state;pre_flags;raw_vm_bytes:b2,u16_0	mask32:22;&:12;|:3;^:12;-:16	state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 ^ u16_0 - state0 & 0x2f6cb1f6 - b2 ^ state0 & 0x2f6cb1f6 ^ 0x745ff1d2 & 0x13de2cdd - flags0 - 0x50170614 | 0x7167293a ^ 0x42a6ffd6 - 0x3cd18153	99=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2cdd)) - (mask32(flags0 ^ 0x42a6ffd6)))))) - ...#921995e973bc | 29=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 & 0x2f6cb1f6)) - (mask32(b2 ^ (mask32(state0 & 0x2f6cb1f6)))))) ^ 0x745ff1d2)) & 0x13de2cdd)) - (mask32((mask32((mask32(flags0 - 0x5...#0b5fd959eb50	simplify_to_c_expression_or_table
69	0x85f24	vmop_069_plus0xd_state_formula_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural;needs_algebraic_simplification	unresolved_dispatch:1	algebraic_state_or_slot_formula;dispatch_slot_unknown;static_model_or_runtime_validation_incomplete;state_formula_not_named:1	slot_unknown	state_formula	+0xd	CCCCCCCCCCCCC	CCCCCC	b0=0x00;b1=0x09;b2=0xc9;b3=0x8e;b4=0x9a;b5=0x20;b6=0x65;b7=0xea;b8=0x55;b9=0x36;b10=0x00;b11=0x80;...+1	w0=0x0900;w1=0x8ec9;w2=0x209a;w3=0xea65;w4=0x3655;w5=0x8000	056	1	1	310	1	25	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:23;vm_instruction_trace.tsv:2	8	0		flags0;state0	0x528cef01;0x55fafa0c;0x58fb4a0c;0x5abc12af;0x62ac6845	pre_state;pre_flags	|:4;^:23;+:6;-:6	state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 ^ flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 | 0x528cef01	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
70	0x8610e	vmop_070_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:229	algebraic_state_or_slot_formula:229	slot_mba_stateful	state_add_const	+0x5	VVVCC	VV	b0=var93(top=0x8b:15.8%);b1=var143(top=0xb7:16.0%);b2=var23(top=0x00:58.9%);b3=0x3d;b4=0x01	w0=var227(top=0xb78b:15.7%);w1=var23(top=0x3d00:58.9%)	000;002;004;005;006;007;008;010;012;013;015;016;017;018;021;022;023;025;026;027;028;029;030;032;...+22	46	229	108;144;160;173;198;256;257;352	8	3258	vm_instruction_trace.tsv:1629;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:1629	229	0		flags0;state0;u16_0	0x528cef01;0x55fafa0c;0x58fb4a0c;0x5abc12af;0x62ac6845	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:14;|:4;^:27;+:8;-:7	state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 ^ flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ state0 ^ flags0 ^ flags0 - flags0 + state0 ^ flags0 ^ flags0 + 0x55fafa0c - 0x5abc12af ^ state0 ^ flags0 ^ flags0 | 0x58fb4a0c ^ 0x62ac6845 | 0x528cef01	128=(mask32((mask32(u16_0 - (mask32((mask32((mask32((mask32((mask32(state0 ^ flags0)) ^ flags0)) - (mask32((mask32((mask32((mask32(flags0 + (mask32((mask32((mask32(state0 ^ flags0)) ^ flags0)) + 0x55fafa0c))...#559049604f0e	simplify_to_c_expression_or_table
74	0x86d43	vmop_074_plus0x5_state_add_const_slot_mba_stateful	algebraic_mba	ready_for_symbolic_reduction	named_structural;needs_algebraic_simplification	obfuscated_table_dispatch:13	algebraic_state_or_slot_formula:13	slot_mba_stateful	state_add_const	+0x5	VVCCV	VC	b0=var13(top=0x4c:15.2%);b1=var13(top=0x2c:15.2%);b2=0x3d;b3=0x01;b4=var12(top=0x7f:18.2%)	w0=var13(top=0x2c4c:15.2%);w1=0x013d	014;029;039;041;042;048;050;055;056	9	13	108;144;160;173;198;352	6	66	vm_instruction_trace.tsv:33;vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:33	13	0		flags0;state0;u16_0	0xffff;0x33d7fc12;0x619b65dc;0x65dcaffc;0x7af5a4e2	pre_state;pre_flags;raw_vm_bytes:u16_0	mask32:7;&:3;^:2;+:2;-:7	state0 - flags0 & state0 - 0x7af5a4e2 - 0x619b65dc ^ 0x65dcaffc + 0x33d7fc12	25=(mask32(u16_0 - (mask32((mask32((mask32(state0 - (mask32((mask32(flags0 & (mask32(state0 - 0x7af5a4e2)))) - 0x619b65dc)))) ^ 0x65dcaffc)) + 0x33d7fc12)))) & 0xffff	simplify_to_c_expression_or_table
75	0x873fc	vmop_075_minus0x6d_sampled_backedge_slot_unknown	dispatch_unknown	needs_dispatch_resolution_or_trace	named_structural	long_or_backedge_control:14	dispatch_slot_unknown;static_model_or_runtime_validation_incomplete:14	slot_unknown	sampled_backedge	-0x6d	sampled				002;004;011;029;036;041;042;048;053;055;056;059	12	14	165;171;354	3	687	vm_instruction_trace_filefill_hiddenfill_frontierfill_footprintfill.tsv:411;vm_instruction_trace.tsv:276	22	5	cxx_runtime;disassembly_metadata;locale_i18n	state0		pre_state	-:1	state0	dispatch slot expression not recovered; use per-row target evidence when available	collect_missing_dispatch_targets
