rank	offset	end	bytes	semantic_covered_bytes	semantic_uncovered_bytes	coverage_x100	kind	name	nbbs	ninstrs	outdegree	priority_class	next_action	selected_range
1440	0x564b40	0x564b84	68	0	68	0	symbol_named	sym.__cxa_init_primary_exception	1	16	2	tier0_small_native_gap	targeted_retdec_single_function	0x564b40-0x564b84
1441	0x564b90	0x564bd4	68	0	68	0	symbol_named	sym.__cxa_throw	1	22	5	tier0_small_native_gap	targeted_retdec_single_function	0x564b90-0x564bd4
1442	0x21700	0x21743	67	0	67	0	native_discovered	entry.init0	5	22	0	tier0_small_native_gap	targeted_retdec_single_function	0x21700-0x21743
1443	0x6a670	0x6a6b3	67	0	67	0	r2_discovered	fcn.0006a670	4	23	1	tier0_small_native_gap	targeted_retdec_single_function	0x6a670-0x6a6b3
1444	0x6a6b4	0x6a6f7	67	0	67	0	r2_discovered	fcn.0006a6b4	3	17	3	tier0_small_native_gap	targeted_retdec_single_function	0x6a6b4-0x6a6f7
1445	0x4c3590	0x4c35d3	67	0	67	0	r2_discovered	fcn.004c3590	7	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x4c3590-0x4c35d3
1446	0x4ea2f0	0x4ea333	67	0	67	0	symbol_named	sym.ZydisDecoderInit	10	23	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ea2f0-0x4ea333
1447	0x4ef280	0x4ef2c3	67	0	67	0	r2_discovered	fcn.004ef280	12	25	1	tier0_small_native_gap	targeted_retdec_single_function	0x4ef280-0x4ef2c3
1448	0x579b00	0x579b43	67	0	67	0	r2_discovered	fcn.00579b00	7	23	1	tier0_small_native_gap	targeted_retdec_single_function	0x579b00-0x579b43
1449	0x36166	0x361a8	66	0	66	0	r2_discovered	fcn.00036166	6	25	2	tier0_small_native_gap	targeted_retdec_single_function	0x36166-0x361a8
1450	0x4df5a	0x4df9c	66	0	66	0	r2_discovered	fcn.0004df5a	1	14	1	tier0_small_native_gap	targeted_retdec_single_function	0x4df5a-0x4df9c
1451	0x56146	0x56188	66	0	66	0	r2_discovered	fcn.00056146	5	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x56146-0x56188
1452	0x488810	0x488852	66	0	66	0	r2_discovered	fcn.00488810	4	19	0	tier0_small_native_gap	targeted_retdec_single_function	0x488810-0x488852
1453	0x4a95d0	0x4a9612	66	0	66	0	r2_discovered	fcn.004a95d0	9	26	0	tier0_small_native_gap	targeted_retdec_single_function	0x4a95d0-0x4a9612
1454	0x4b7340	0x4b7382	66	0	66	0	r2_discovered	fcn.004b7340	3	23	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b7340-0x4b7382
1455	0x4cec50	0x4cec92	66	0	66	0	r2_discovered	fcn.004cec50	4	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x4cec50-0x4cec92
1456	0x4d8e40	0x4d8e82	66	0	66	0	symbol_named	sym.blake3_hasher_reset	1	15	0	tier0_small_native_gap	targeted_retdec_single_function	0x4d8e40-0x4d8e82
1457	0x4f5400	0x4f5442	66	0	66	0	native_discovered	method.std::istream.virtual_8	1	16	1	tier0_small_native_gap	targeted_retdec_single_function	0x4f5400-0x4f5442
1458	0x4f5500	0x4f5542	66	0	66	0	native_discovered	method.std::basic_istream_wchar_t__std::char_traits_wchar_t___.virtual_8	1	16	1	tier0_small_native_gap	targeted_retdec_single_function	0x4f5500-0x4f5542
1459	0x542c40	0x542c82	66	0	66	0	r2_discovered	fcn.00542c40	4	23	2	tier0_small_native_gap	targeted_retdec_single_function	0x542c40-0x542c82
1460	0x545160	0x5451a2	66	0	66	0	r2_discovered	fcn.00545160	4	23	2	tier0_small_native_gap	targeted_retdec_single_function	0x545160-0x5451a2
1461	0x25194	0x251d5	65	0	65	0	r2_discovered	fcn.00025194	6	25	2	tier0_small_native_gap	targeted_retdec_single_function	0x25194-0x251d5
1462	0x2608e	0x260cf	65	0	65	0	r2_discovered	fcn.0002608e	6	26	1	tier0_small_native_gap	targeted_retdec_single_function	0x2608e-0x260cf
1463	0x2981e	0x2985f	65	0	65	0	r2_discovered	fcn.0002981e	3	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x2981e-0x2985f
1464	0x6bab2	0x6baf3	65	0	65	0	r2_discovered	fcn.0006bab2	1	13	2	tier0_small_native_gap	targeted_retdec_single_function	0x6bab2-0x6baf3
1465	0x7270e	0x7274f	65	0	65	0	r2_discovered	fcn.0007270e	1	22	4	tier0_small_native_gap	targeted_retdec_single_function	0x7270e-0x7274f
1466	0x374d29	0x374d6a	65	0	65	0	r2_discovered	fcn.00374d29	1	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x374d29-0x374d6a
1467	0x48d5bb	0x48d5fc	65	0	65	0	r2_discovered	fcn.0048d5bb	7	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x48d5bb-0x48d5fc
1468	0x496a10	0x496a51	65	0	65	0	r2_discovered	fcn.00496a10	5	15	0	tier0_small_native_gap	targeted_retdec_single_function	0x496a10-0x496a51
1469	0x4c3260	0x4c32a1	65	0	65	0	r2_discovered	fcn.004c3260	4	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x4c3260-0x4c32a1
1470	0x4d4740	0x4d4781	65	0	65	0	r2_discovered	fcn.004d4740	5	24	1	tier0_small_native_gap	targeted_retdec_single_function	0x4d4740-0x4d4781
1471	0x3aeea	0x3af2a	64	0	64	0	r2_discovered	fcn.0003aeea	1	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x3aeea-0x3af2a
1472	0x61428	0x61468	64	0	64	0	r2_discovered	fcn.00061428	8	26	2	tier0_small_native_gap	targeted_retdec_single_function	0x61428-0x61468
1473	0x4ee640	0x4ee680	64	0	64	0	symbol_named	sym.ZydisRegisterEncode	4	22	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ee640-0x4ee680
1474	0x4ee970	0x4ee9b0	64	0	64	0	symbol_named	sym.ZydisGetOperandDefinitions	3	19	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ee970-0x4ee9b0
1475	0x4f1b30	0x4f1b70	64	0	64	0	r2_discovered	fcn.004f1b30	1	12	2	tier0_small_native_gap	targeted_retdec_single_function	0x4f1b30-0x4f1b70
1476	0x504eb0	0x504ef0	64	0	64	0	native_discovered	method.std::basic_filebuf_char__std::char_traits_char___.virtual_8	1	16	3	tier0_small_native_gap	targeted_retdec_single_function	0x504eb0-0x504ef0
1477	0x507780	0x5077c0	64	0	64	0	native_discovered	method.std::basic_filebuf_wchar_t__std::char_traits_wchar_t___.virtual_8	1	16	3	tier0_small_native_gap	targeted_retdec_single_function	0x507780-0x5077c0
1478	0x5423b0	0x5423f0	64	0	64	0	r2_discovered	fcn.005423b0	1	12	2	tier0_small_native_gap	targeted_retdec_single_function	0x5423b0-0x5423f0
1479	0x564ef0	0x564f30	64	0	64	0	symbol_named	sym.__cxa_bad_cast	1	12	2	tier0_small_native_gap	targeted_retdec_single_function	0x564ef0-0x564f30
1480	0x564f30	0x564f70	64	0	64	0	symbol_named	sym.__cxa_bad_typeid	1	12	2	tier0_small_native_gap	targeted_retdec_single_function	0x564f30-0x564f70
1481	0x564f70	0x564fb0	64	0	64	0	symbol_named	sym.__cxa_throw_bad_array_new_length	1	12	2	tier0_small_native_gap	targeted_retdec_single_function	0x564f70-0x564fb0
1482	0x360a0	0x360df	63	0	63	0	r2_discovered	fcn.000360a0	7	21	1	tier0_small_native_gap	targeted_retdec_single_function	0x360a0-0x360df
1483	0x4c0ce	0x4c10d	63	0	63	0	r2_discovered	fcn.0004c0ce	7	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x4c0ce-0x4c10d
1484	0x52982	0x529c1	63	0	63	0	r2_discovered	fcn.00052982	1	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x52982-0x529c1
1485	0x56066	0x560a5	63	0	63	0	r2_discovered	fcn.00056066	5	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x56066-0x560a5
1486	0x6a7f0	0x6a82f	63	0	63	0	r2_discovered	fcn.0006a7f0	1	20	4	tier0_small_native_gap	targeted_retdec_single_function	0x6a7f0-0x6a82f
1487	0x6bd38	0x6bd77	63	0	63	0	r2_discovered	fcn.0006bd38	7	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x6bd38-0x6bd77
1488	0x1aaadd	0x1aab1c	63	0	63	0	r2_discovered	fcn.001aaadd	3	24	0	tier0_small_native_gap	targeted_retdec_single_function	0x1aaadd-0x1aab1c
1489	0x48f542	0x48f581	63	0	63	0	r2_discovered	fcn.0048f542	4	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x48f542-0x48f581
1490	0x4f0a80	0x4f0abf	63	0	63	0	r2_discovered	fcn.004f0a80	11	22	0	tier0_small_native_gap	targeted_retdec_single_function	0x4f0a80-0x4f0abf
1491	0x563640	0x56367f	63	0	63	0	native_discovered	method.__gnu_cxx::stdio_sync_filebuf_char__std::char_traits_char___.virtual_64	3	22	1	tier0_small_native_gap	targeted_retdec_single_function	0x563640-0x56367f
1492	0x57a000	0x57a03f	63	0	63	0	r2_discovered	fcn.0057a000	5	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x57a000-0x57a03f
1493	0x4a2f8	0x4a336	62	0	62	0	r2_discovered	fcn.0004a2f8	6	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x4a2f8-0x4a336
1494	0x497930	0x49796e	62	0	62	0	r2_discovered	fcn.00497930	6	19	3	tier0_small_native_gap	targeted_retdec_single_function	0x497930-0x49796e
1495	0x4b03a0	0x4b03de	62	0	62	0	r2_discovered	fcn.004b03a0	6	25	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b03a0-0x4b03de
1496	0x4b1680	0x4b16be	62	0	62	0	r2_discovered	fcn.004b1680	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b1680-0x4b16be
1497	0x4b1a40	0x4b1a7e	62	0	62	0	r2_discovered	fcn.004b1a40	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b1a40-0x4b1a7e
1498	0x4b1a80	0x4b1abe	62	0	62	0	r2_discovered	fcn.004b1a80	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b1a80-0x4b1abe
1499	0x4b2680	0x4b26be	62	0	62	0	r2_discovered	fcn.004b2680	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b2680-0x4b26be
1500	0x4b73d0	0x4b740e	62	0	62	0	r2_discovered	fcn.004b73d0	3	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b73d0-0x4b740e
1501	0x4b7450	0x4b748e	62	0	62	0	r2_discovered	fcn.004b7450	3	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x4b7450-0x4b748e
1502	0x51a0ed	0x51a12b	62	0	62	0	r2_discovered	fcn.0051a0ed	6	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x51a0ed-0x51a12b
1503	0x4aa62	0x4aa9f	61	0	61	0	r2_discovered	fcn.0004aa62	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x4aa62-0x4aa9f
1504	0x4519a6	0x4519e3	61	0	61	0	r2_discovered	fcn.004519a6	8	22	0	tier0_small_native_gap	targeted_retdec_single_function	0x4519a6-0x4519e3
1505	0x4eeb60	0x4eeb9d	61	0	61	0	r2_discovered	fcn.004eeb60	5	22	2	tier0_small_native_gap	targeted_retdec_single_function	0x4eeb60-0x4eeb9d
1506	0x4f50c0	0x4f50fd	61	0	61	0	r2_discovered	fcn.004f50c0	1	17	1	tier0_small_native_gap	targeted_retdec_single_function	0x4f50c0-0x4f50fd
1507	0x4f5150	0x4f518d	61	0	61	0	r2_discovered	fcn.004f5150	1	17	1	tier0_small_native_gap	targeted_retdec_single_function	0x4f5150-0x4f518d
1508	0x50cd00	0x50cd3d	61	0	61	0	r2_discovered	fcn.0050cd00	1	21	1	tier0_small_native_gap	targeted_retdec_single_function	0x50cd00-0x50cd3d
1509	0x540f00	0x540f3d	61	0	61	0	r2_discovered	fcn.00540f00	3	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x540f00-0x540f3d
1510	0x54d6e0	0x54d71d	61	0	61	0	r2_discovered	fcn.0054d6e0	1	19	1	tier0_small_native_gap	targeted_retdec_single_function	0x54d6e0-0x54d71d
1511	0x214b0	0x214ec	60	0	60	0	native_discovered	entry.init19	1	10	1	tier0_small_native_gap	targeted_retdec_single_function	0x214b0-0x214ec
1512	0x251e8	0x25224	60	0	60	0	r2_discovered	fcn.000251e8	3	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x251e8-0x25224
1513	0x29d10	0x29d4c	60	0	60	0	r2_discovered	fcn.00029d10	3	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x29d10-0x29d4c
1514	0x29d94	0x29dd0	60	0	60	0	r2_discovered	fcn.00029d94	5	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x29d94-0x29dd0
1515	0x380a0	0x380dc	60	0	60	0	r2_discovered	fcn.000380a0	5	21	2	tier0_small_native_gap	targeted_retdec_single_function	0x380a0-0x380dc
1516	0x5610a	0x56146	60	0	60	0	r2_discovered	fcn.0005610a	3	17	3	tier0_small_native_gap	targeted_retdec_single_function	0x5610a-0x56146
1517	0x61046	0x61082	60	0	60	0	r2_discovered	fcn.00061046	3	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x61046-0x61082
1518	0x3a8871	0x3a88ad	60	0	60	0	r2_discovered	fcn.003a8871	1	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x3a8871-0x3a88ad
1519	0x4883d8	0x488414	60	0	60	0	r2_discovered	fcn.004883d8	9	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x4883d8-0x488414
1520	0x48d416	0x48d452	60	0	60	0	r2_discovered	fcn.0048d416	7	22	0	tier0_small_native_gap	targeted_retdec_single_function	0x48d416-0x48d452
1521	0x497321	0x49735d	60	0	60	0	r2_discovered	fcn.00497321	4	16	0	tier0_small_native_gap	targeted_retdec_single_function	0x497321-0x49735d
1522	0x4b4e10	0x4b4e4c	60	0	60	0	r2_discovered	fcn.004b4e10	8	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x4b4e10-0x4b4e4c
1523	0x4ee9e0	0x4eea1c	60	0	60	0	symbol_named	sym.ZydisGetAccessedFlags	1	16	0	tier0_small_native_gap	targeted_retdec_single_function	0x4ee9e0-0x4eea1c
1524	0x53e5a0	0x53e5dc	60	0	60	0	native_discovered	method.std::iostream.virtual_0	1	12	0	tier0_small_native_gap	targeted_retdec_single_function	0x53e5a0-0x53e5dc
1525	0x53e790	0x53e7cc	60	0	60	0	native_discovered	method.std::basic_iostream_wchar_t__std::char_traits_wchar_t___.virtual_0	1	12	0	tier0_small_native_gap	targeted_retdec_single_function	0x53e790-0x53e7cc
1526	0x550a60	0x550a9c	60	0	60	0	r2_discovered	fcn.00550a60	5	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x550a60-0x550a9c
1527	0x21176	0x211b1	59	0	59	0	native_discovered	entry.init11	1	7	0	tier0_small_native_gap	targeted_retdec_single_function	0x21176-0x211b1
1528	0x2b60e	0x2b649	59	0	59	0	r2_discovered	fcn.0002b60e	6	20	2	tier0_small_native_gap	targeted_retdec_single_function	0x2b60e-0x2b649
1529	0x35fcc	0x36007	59	0	59	0	r2_discovered	fcn.00035fcc	5	22	3	tier0_small_native_gap	targeted_retdec_single_function	0x35fcc-0x36007
1530	0x44c72	0x44cad	59	0	59	0	r2_discovered	fcn.00044c72	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x44c72-0x44cad
1531	0x4aa26	0x4aa61	59	0	59	0	r2_discovered	fcn.0004aa26	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x4aa26-0x4aa61
1532	0x4f954	0x4f98f	59	0	59	0	r2_discovered	fcn.0004f954	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x4f954-0x4f98f
1533	0x5100e	0x51049	59	0	59	0	r2_discovered	fcn.0005100e	1	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x5100e-0x51049
1534	0x61c0a	0x61c45	59	0	59	0	r2_discovered	fcn.00061c0a	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x61c0a-0x61c45
1535	0x30ea80	0x30eabb	59	0	59	0	r2_discovered	fcn.0030ea80	5	19	0	tier0_small_native_gap	targeted_retdec_single_function	0x30ea80-0x30eabb
1536	0x3d8b9b	0x3d8bd6	59	0	59	0	r2_discovered	fcn.003d8b9b	3	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x3d8b9b-0x3d8bd6
1537	0x3e185b	0x3e1896	59	0	59	0	r2_discovered	fcn.003e185b	6	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x3e185b-0x3e1896
1538	0x491098	0x4910d3	59	0	59	0	r2_discovered	fcn.00491098	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x491098-0x4910d3
1539	0x4910d4	0x49110f	59	0	59	0	r2_discovered	fcn.004910d4	4	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x4910d4-0x49110f
1540	0x4aa430	0x4aa46b	59	0	59	0	r2_discovered	fcn.004aa430	5	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x4aa430-0x4aa46b
1541	0x4af830	0x4af86b	59	0	59	0	r2_discovered	fcn.004af830	3	17	0	tier0_small_native_gap	targeted_retdec_single_function	0x4af830-0x4af86b
1542	0x50a420	0x50a45b	59	0	59	0	r2_discovered	fcn.0050a420	1	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x50a420-0x50a45b
1543	0x523ad0	0x523b0b	59	0	59	0	r2_discovered	fcn.00523ad0	1	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x523ad0-0x523b0b
1544	0x536e00	0x536e3b	59	0	59	0	r2_discovered	fcn.00536e00	1	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x536e00-0x536e3b
1545	0x54ed10	0x54ed4b	59	0	59	0	r2_discovered	fcn.0054ed10	6	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x54ed10-0x54ed4b
1546	0x554420	0x55445b	59	0	59	0	r2_discovered	fcn.00554420	1	19	2	tier0_small_native_gap	targeted_retdec_single_function	0x554420-0x55445b
1547	0x566180	0x5661bb	59	0	59	0	r2_discovered	fcn.00566180	5	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x566180-0x5661bb
1548	0x21932	0x2196c	58	0	58	0	r2_discovered	fcn.00021932	1	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x21932-0x2196c
1549	0x25534	0x2556e	58	0	58	0	r2_discovered	fcn.00025534	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x25534-0x2556e
1550	0x2556e	0x255a8	58	0	58	0	r2_discovered	fcn.0002556e	6	21	1	tier0_small_native_gap	targeted_retdec_single_function	0x2556e-0x255a8
1551	0x29c7e	0x29cb8	58	0	58	0	r2_discovered	fcn.00029c7e	6	21	1	tier0_small_native_gap	targeted_retdec_single_function	0x29c7e-0x29cb8
1552	0x2c65e	0x2c698	58	0	58	0	r2_discovered	fcn.0002c65e	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x2c65e-0x2c698
1553	0x3b092	0x3b0cc	58	0	58	0	r2_discovered	fcn.0003b092	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x3b092-0x3b0cc
1554	0x47156	0x47190	58	0	58	0	r2_discovered	fcn.00047156	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x47156-0x47190
1555	0x52512	0x5254c	58	0	58	0	r2_discovered	fcn.00052512	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x52512-0x5254c
1556	0x5254c	0x52586	58	0	58	0	r2_discovered	fcn.0005254c	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x5254c-0x52586
1557	0x52ed4	0x52f0e	58	0	58	0	r2_discovered	fcn.00052ed4	7	21	0	tier0_small_native_gap	targeted_retdec_single_function	0x52ed4-0x52f0e
1558	0x5b058	0x5b092	58	0	58	0	r2_discovered	fcn.0005b058	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x5b058-0x5b092
1559	0x5b092	0x5b0cc	58	0	58	0	r2_discovered	fcn.0005b092	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x5b092-0x5b0cc
1560	0x60db0	0x60dea	58	0	58	0	r2_discovered	fcn.00060db0	9	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x60db0-0x60dea
1561	0x726d4	0x7270e	58	0	58	0	r2_discovered	fcn.000726d4	4	21	3	tier0_small_native_gap	targeted_retdec_single_function	0x726d4-0x7270e
1562	0x7343e	0x73478	58	0	58	0	r2_discovered	fcn.0007343e	1	15	5	tier0_small_native_gap	targeted_retdec_single_function	0x7343e-0x73478
1563	0x32e8e4	0x32e91e	58	0	58	0	r2_discovered	fcn.0032e8e4	1	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x32e8e4-0x32e91e
1564	0x4bbb10	0x4bbb4a	58	0	58	0	r2_discovered	fcn.004bbb10	5	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x4bbb10-0x4bbb4a
1565	0x4c4300	0x4c433a	58	0	58	0	r2_discovered	fcn.004c4300	10	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x4c4300-0x4c433a
1566	0x52d290	0x52d2ca	58	0	58	0	r2_discovered	fcn.0052d290	8	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x52d290-0x52d2ca
1567	0x542990	0x5429ca	58	0	58	0	native_discovered	method.std::ostream.virtual_8	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x542990-0x5429ca
1568	0x542a70	0x542aaa	58	0	58	0	native_discovered	method.std::basic_ostream_wchar_t__std::char_traits_wchar_t___.virtual_8	1	15	1	tier0_small_native_gap	targeted_retdec_single_function	0x542a70-0x542aaa
1569	0x547990	0x5479ca	58	0	58	0	r2_discovered	fcn.00547990	8	18	0	tier0_small_native_gap	targeted_retdec_single_function	0x547990-0x5479ca
1570	0x556f00	0x556f3a	58	0	58	0	r2_discovered	fcn.00556f00	1	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x556f00-0x556f3a
1571	0x24db4	0x24ded	57	0	57	0	r2_discovered	fcn.00024db4	7	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x24db4-0x24ded
1572	0x2515a	0x25193	57	0	57	0	r2_discovered	fcn.0002515a	3	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x2515a-0x25193
1573	0x50fd4	0x5100d	57	0	57	0	r2_discovered	fcn.00050fd4	7	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x50fd4-0x5100d
1574	0x52450	0x52489	57	0	57	0	r2_discovered	fcn.00052450	6	23	1	tier0_small_native_gap	targeted_retdec_single_function	0x52450-0x52489
1575	0x72c32	0x72c6b	57	0	57	0	r2_discovered	fcn.00072c32	2	16	3	tier0_small_native_gap	targeted_retdec_single_function	0x72c32-0x72c6b
1576	0x1300d5	0x13010e	57	0	57	0	r2_discovered	fcn.001300d5	5	16	0	tier0_small_native_gap	targeted_retdec_single_function	0x1300d5-0x13010e
1577	0x398978	0x3989b1	57	0	57	0	r2_discovered	fcn.00398978	5	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x398978-0x3989b1
1578	0x48fcf5	0x48fd2e	57	0	57	0	r2_discovered	fcn.0048fcf5	1	16	6	tier0_small_native_gap	targeted_retdec_single_function	0x48fcf5-0x48fd2e
1579	0x492a90	0x492ac9	57	0	57	0	r2_discovered	fcn.00492a90	3	9	0	tier0_small_native_gap	targeted_retdec_single_function	0x492a90-0x492ac9
1580	0x4b6360	0x4b6399	57	0	57	0	r2_discovered	fcn.004b6360	3	17	2	tier0_small_native_gap	targeted_retdec_single_function	0x4b6360-0x4b6399
1581	0x4bbb50	0x4bbb89	57	0	57	0	r2_discovered	fcn.004bbb50	5	20	1	tier0_small_native_gap	targeted_retdec_single_function	0x4bbb50-0x4bbb89
1582	0x4f1720	0x4f1759	57	0	57	0	r2_discovered	fcn.004f1720	6	20	2	tier0_small_native_gap	targeted_retdec_single_function	0x4f1720-0x4f1759
1583	0x53fa70	0x53faa9	57	0	57	0	native_discovered	method.std::basic_filebuf_char__std::char_traits_char___.virtual_80	5	20	0	tier0_small_native_gap	targeted_retdec_single_function	0x53fa70-0x53faa9
1584	0x54d260	0x54d299	57	0	57	0	r2_discovered	fcn.0054d260	4	16	2	tier0_small_native_gap	targeted_retdec_single_function	0x54d260-0x54d299
