source_block	source_start_vm_ip	source_terminal_vm_ip	target_block	target_vm_ip	edge_kind	target_coverage_statuses	events	terminal_kind	source_entry	target_entry	delta	semantic_ir
461	0x36d6a9	0x36d928		0x36d92c	covered_synthetic_fallthrough	hidden_span_of_14:1	1	exact_instruction	158	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100
462	0x36d93a	0x36daed	403	0x364e5f	decoded_control		1	sampled_operand_backedge	195	310	-0x8c8e	sampled operand footprint 0x6; observed target table[310], delta -0x8c8e
463	0x36ecdc	0x36eefc	464	0x36eefe	fallthrough		1	exact_instruction	160	165	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_add_const
464	0x36eefe	0x36ef16	466	0x36ef46	decoded_control		1	long_branch_forward	145	171	+0x30	next = table[171], ip += 0x30
465	0x36ef2c	0x36ef3e	464	0x36eefe	decoded_control		22	long_branch_backedge	302	165	-0x40	next = table[165], ip -= 0x40
466	0x36ef46	0x36f148	467	0x36f14a	fallthrough		1	exact_instruction	144	165	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100; state=state_mixed
467	0x36f14a	0x36f427	469	0x36f6af	decoded_control		1	long_branch_forward	246	165	+0x288	next = table[165], ip += 0x288
468	0x36f438	0x36f6a7	467	0x36f14a	decoded_control		5	long_branch_backedge	117	165	-0x55d	next = table[165], ip -= 0x55d
469	0x36f6af	0x36f81e	470	0x36f820	fallthrough		1	exact_instruction	198	165	+0x2	next = 165@0x9a24c:1, ip += +0x2; dispatch_model=static_100
470	0x36f820	0x36f86b	472	0x36faf6	decoded_control		1	long_branch_forward	145	171	+0x28b	next = table[171], ip += 0x28b
471	0x36f87c	0x36faee	470	0x36f820	decoded_control		2	long_branch_backedge	266	165	-0x2ce	next = table[165], ip -= 0x2ce
472	0x36faf6	0x36fca4		0x36fca8	covered_synthetic_fallthrough	hidden_span_of_14:1	1	exact_instruction	184	264	+0x4	next = 264@0xaf4cf:1, ip += +0x4; dispatch_model=static_100
473	0x36fcb6	0x36fed0		0x36fed4	covered_synthetic_fallthrough	hidden_span_of_14:1	1	exact_instruction	158	356	+0x4	next = 356@0xc291a:1, ip += +0x4; dispatch_model=static_100
474	0x36fee2	0x370123		0x370127	covered_synthetic_fallthrough	hidden_span_of_17:1	1	exact_instruction	20	69	+0x4	next = 69@0x85f24:1, ip += +0x4; dispatch_model=static_100
475	0x370138	0x370244		0x370249	covered_synthetic_fallthrough	hidden_span_of_15:1	1	exact_instruction	242	246	+0x5	next = 246@0xab427:1, ip += +0x5; dispatch_model=static_100
476	0x370256	0x370256	477	0x370258	fallthrough		25	exact_instruction	171	340	+0x2	next = 340@0xbf435:25, ip += +0x2; dispatch_model=static_100; state=state_const_post
477	0x370258	0x3703d4		0x3703d8	covered_synthetic_fallthrough	hidden_span_of_14:26	26	exact_instruction	161	311	+0x4	next = 311@0xb86f8:26, ip += +0x4; dispatch_model=static_100
478	0x3703e6	0x3704f7	482	0x370770	decoded_control		1	long_branch_forward	145	354	+0x279	next = table[354], ip += 0x279
479	0x370508	0x370620		0x370624	covered_synthetic_fallthrough	hidden_span_of_14:25	25	exact_instruction	184	95	+0x4	next = 95@0x8c41c:25, ip += +0x4; dispatch_model=static_100
480	0x370632	0x37073e		0x370743	covered_synthetic_fallthrough	hidden_span_of_19:25	25	exact_instruction	245	145	+0x5	next = 145@0x95b5c:25, ip += +0x5; dispatch_model=static_100
481	0x370756	0x370768	483	0x37078a	decoded_control		25	long_branch_forward	302	171	+0x22	next = table[171], ip += 0x22
482	0x370770	0x370788	483	0x37078a	fallthrough		1	exact_instruction	173	171	+0x2	next = 171@0x9b4b3:1, ip += +0x2; dispatch_model=static_100
483	0x37078a	0x3707a0	496	0x371a63	decoded_control		1	long_branch_forward	316	165	+0x12c3	next = table[165], ip += 0x12c3
484	0x3707b1	0x3708e0		0x3708e4	covered_synthetic_fallthrough	hidden_span_of_14:25	25	exact_instruction	161	264	+0x4	next = 264@0xaf4cf:25, ip += +0x4; dispatch_model=static_100
485	0x3708f2	0x370a7c		0x370a81	covered_synthetic_fallthrough	hidden_span_of_16:25	25	exact_instruction	52	246	+0x5	next = 246@0xab427:25, ip += +0x5; dispatch_model=static_100
486	0x370a91	0x370cac		0x370cb0	covered_synthetic_fallthrough	hidden_span_of_14:25	25	exact_instruction	20	356	+0x4	next = 356@0xc291a:25, ip += +0x4; dispatch_model=static_100
487	0x370cbe	0x370f06		0x370f0a	covered_synthetic_fallthrough	hidden_span_of_14:25	25	exact_instruction	176	264	+0x4	next = 264@0xaf4cf:25, ip += +0x4; dispatch_model=static_100
488	0x370f18	0x37142a	489	0x37142c	fallthrough		25	exact_instruction	173	354	+0x2	next = 354@0xc2241:25, ip += +0x2; dispatch_model=static_100
489	0x37142c	0x371477	492	0x37171c	decoded_control		25	long_branch_forward	334	354	+0x2a5	next = table[354], ip += 0x2a5
490	0x371488	0x37158e	491	0x3716c7	decoded_control		125	long_branch_forward	145	354	+0x139	next = table[354], ip += 0x139
491	0x3716c7	0x371714	489	0x37142c	decoded_control		125	long_branch_backedge	266	354	-0x2e8	next = table[354], ip -= 0x2e8
492	0x37171c	0x37174c	493	0x3717c4	decoded_control		25	long_branch_forward	246	165	+0x78	next = table[165], ip += 0x78
493	0x3717c4	0x3718fb		0x3718ff	covered_synthetic_fallthrough	hidden_span_of_14:25	25	exact_instruction	161	311	+0x4	next = 311@0xb86f8:25, ip += +0x4; dispatch_model=static_100
494	0x37190d	0x371a1b		0x371a20	covered_synthetic_fallthrough	hidden_span_of_16:25	25	exact_instruction	52	316	+0x5	next = 316@0xb987b:25, ip += +0x5; dispatch_model=static_100
495	0x371a30	0x371a43	476	0x370256	decoded_control		25	long_branch_backedge	308	171	-0x17ed	next = table[171], ip -= 0x17ed
496	0x371a63	0x371b81		0x371b85	covered_synthetic_fallthrough	hidden_span_of_14:1	1	exact_instruction	123	95	+0x4	next = 95@0x8c41c:1, ip += +0x4; dispatch_model=static_100
497	0x371b93	0x371e12		0x371e16	covered_synthetic_fallthrough	hidden_span_of_14:1	1	exact_instruction	123	311	+0x4	next = 311@0xb86f8:1, ip += +0x4; dispatch_model=static_100
498	0x371e24	0x371fd7	405	0x36504c	decoded_control		1	sampled_operand_backedge	299	310	-0xcf8b	sampled operand footprint 0x6; observed target table[310], delta -0xcf8b
