entry	target	observation	events	delta	shape	constant_bytes	tail_site	static_stop	insns	relevant_ops	skeleton_hash	top_ops	dispatch_ops	dispatch_hash	decode_ops	decode_hash	top_targets	decode_signature	dispatch_skeleton	skeleton
181	0x9d13f	exact	1407	+0x6	CCCCVV	b0=0x3d,b1=0x01,b2=0xe8,b3=0x01	0x9d24a	0x9d25a	60	16	270af7e0a0685139	RF+0xa/8:3,IPADV+0x2:1,IPADV+0x0:1,RIP+0x0/2:1,RIP+0x2/2:1,RF+0x10f/8:1,IPADV+0x4:1,RIP+0x4/2:1,RF+0x170/4:1,WF+0x170/4:1,TDYN:1,RTdyn/8:1	10	f3201c9ea89cc9fc	7	1be43866456d5cc8	215@0xa4609:256,189@0x9e7af:189,297@0xb64d7:120,337@0xbec0e:108,347@0xc088d:100,340@0xbf435:98	IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	RF+0xa/8:mov;IPADV+0x2;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RIP+0x2/2:movzx;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:movzx;RF+0x170/4:sub;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
182	0x9d24c	unobserved	0	-	-	-	0x9d492	0x9d4a2	120	21	41bd450eb1858d8d	RF+0xa/8:4,WF+0x23/4:2,RF+0x23/4:1,IPADV+0x2:1,RIP+0x2/2:1,IPADV+0x6:1,RIP+0x6/2:1,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x4:1,RF+0x10f/8:1,RIP+0x4/2:1	9	65ec6e9b33a94a98	6	0b1c82371daae914		IPADV+0x4;RIP+0x4/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15	RF+0x23/4:mov;RF+0xa/8:mov;IPADV+0x2;WF+0x23/4:xor;WF+0x23/4:sub;RIP+0x2/2:movzx;RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0xa/8:mov;IPADV+0x4;RF+0x10f/8:mov;RIP+0x4/2:movzx;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15
183	0x9d495	exact	2325	+0x4	CCVV	b0=0xe8,b1=0x01	0x9d692	0x9d6a2	108	21	fa34632653b19b17	WF+0x170/4:3,RF+0xa/8:2,RF+0x23/4:2,WF+0x23/4:2,RF+0x0/8:1,IPADV+0x0:1,RIP+0x0/2:1,RF+0x71/8:1,RF+0x10f/8:1,IPADV+0x2:1,RIP+0x2/2:1,RF+0x170/4:1	11	13284f8da5f71d16	7	317b76e6900e9262	114@0x90319:323,297@0xb64d7:232,215@0xa4609:140,333@0xbd8af:137,337@0xbec0e:136,18@0x7be9b:123	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x23/4:mov	RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x71/8:add;WF+0x170/4:add;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rcx;RF+0x23/4:mov
184	0x9d694	exact	12091	+0x4	VVCC	b2=0xe8,b3=0x01	0x9d961	0x9d971	156	33	0a7336b1bf8841c2	WF+0x170/4:7,RF+0x23/4:6,RF+0x81/8:3,RF+0x194/1:2,RF+0xa/8:2,RF+0x170/4:2,RF+0x0/8:1,IPADV+0x2:1,RIP+0x2/2:1,WF+0x23/4:1,IPADV+0x0:1,RIP+0x0/2:1	10	00ffdd1cc51dff57	7	1a7fdca146ae9756	340@0xbf435:1207,28@0x7e390:1166,337@0xbec0e:993,66@0x855ff:929,18@0x7be9b:885,114@0x90319:813	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13	RF+0x23/4:mov;WF+0x170/4:or;WF+0x170/4:add;RF+0x194/1:mov;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:sub;RF+0x23/4:mov;WF+0x170/4:xor;RF+0x170/4:mov;WF+0x23/4:and;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r13
185	0x9d964	exact	21616	+0x3	VVE	-	0x9dcab	0x9dcbb	176	34	e19580944de9ba4e	WF+0x23/4:5,WF+0x170/4:5,RF+0x23/4:4,RF+0x170/4:3,RF+0xa/8:2,RF+0x81/8:2,RF+0x0/8:2,IPADV+0x2:1,RIP+0x2/1:1,WF+0x194/1:1,RF+0x194/1:1,RF+0x10f/8:1	10	3b3eeecf264e60a5	7	78d825f46447db25	337@0xbec0e:1335,64@0x85059:1324,347@0xc088d:1270,174@0x9bd8f:1182,258@0xadf2c:1099,168@0x9aa83:964	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;WF+0x23/4:or;WF+0x194/1:mov;RF+0x23/4:mov;WF+0x170/4:xor;WF+0x170/4:xor;RF+0x23/4:mov;WF+0x23/4:add;WF+0x23/4:xor;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x81/8:mov;WF+0x170/4:and;RF+0x170/4:xor;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x0/8:cmp;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x170/4:add;RF+0x194/1:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:or;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
186	0x9dcae	exact	50	+0x5	VCCVV	b1=0x3d,b2=0x01	0x9e07a	0x9e08a	209	32	e599f4a2bf2998af	RF+0xa/8:4,RF+0x0/8:2,WF+0x23/4:2,RF+0x60/8:2,IPADV+0x1:2,RIP+0x1/2:2,WF+0x71/8:2,RF+0x23/4:1,WF+0x0/8:1,WF+0x60/8:1,RF+0x194/1:1,RF+0x71/8:1	10	50ea7d72cd5925e1	7	6ab306ee205efbee	257@0xadbfd:25,144@0x95887:9,173@0x9ba74:6,160@0x994cf:4,198@0xa037e:2,256@0xad849:2	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8	RF+0x23/4:mov;RF+0x0/8:mov;WF+0x23/4:and;WF+0x23/4:add;WF+0x0/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:movzx;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;WF+0x71/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8
187	0x9e07d	exact	5	+0x5	CCCCC	b0=0x3d,b1=0x3d,b2=0x01,b3=0x89,b4=0x76	0x9e333	0x9e343	162	29	0ee4eb3a42810bb0	RF+0xa/8:4,RF+0x0/8:3,IPADV+0x1:2,RIP+0x1/2:2,WF+0x71/8:2,RF+0x170/4:2,WF+0x0/8:1,RF+0x194/1:1,RF+0x71/8:1,IPADV+0x0:1,RIP+0x0/1:1,RF+0x81/8:1	10	3a1f28f165852031	7	41a3fc785dc722bf	173@0x9ba74:5	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	RF+0x0/8:mov;WF+0x0/8:mov;RF+0x0/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/1:movzx;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x1;RIP+0x1/2:mov;RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
188	0x9e336	exact	1	+0x5	CCCCC	b0=0xff,b1=0xfe,b2=0x3d,b3=0x01,b4=0x00	0x9e7ac	0x9e7bc	249	39	941b22b813dc05db	WF+0x170/4:5,RF+0x0/8:3,RF+0x194/1:3,RF+0xa/8:3,RF+0x60/8:2,RF+0x81/8:2,WF+0x71/8:2,RF+0x23/4:2,RF+0x71/8:2,RF+0x170/4:2,WF+0x0/8:1,WF+0x60/8:1	10	8a8ec59f6c54073d	7	747719a0099b2aa5	173@0x9ba74:1	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9	RF+0x0/8:mov;RF+0x194/1:mov;WF+0x0/8:mov;RF+0x60/8:mov;RF+0x81/8:mov;WF+0x60/8:mov;WF+0x170/4:add;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x23/4:mov;RF+0x71/8:mov;WF+0x170/4:add;WF+0x71/8:mov;RF+0x170/4:or;RF+0x0/8:cmp;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x170/4:sub;RF+0x23/4:mov;RF+0x194/1:mov;WF+0x170/4:add;RF+0x71/8:add;RF+0x81/8:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r9
189	0x9e7af	exact	25104	+0x4	VVVV	-	0x9eac9	0x9ead9	178	36	bd3500e4aede3d6c	RF+0x170/4:6,WF+0x23/4:4,RF+0x81/8:3,RF+0x0/8:3,RF+0xa/8:2,RF+0x23/4:2,RF+0x71/8:2,WF+0x170/4:2,IPADV+0x0:1,RIP+0x0/2:1,WF+0x0/8:1,WF+0x16f/1:1	10	4f693bae5dbfde94	7	ef590697b9125e58	18@0x7be9b:1894,297@0xb64d7:1503,215@0xa4609:1354,174@0x9bd8f:1273,307@0xb8064:1197,43@0x8173d:1121	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx	RF+0x81/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:xor;WF+0x23/4:sub;WF+0x0/8:mov;WF+0x16f/1:mov;RF+0x23/4:mov;WF+0x23/4:and;RF+0x81/8:mov;RF+0x194/1:mov;RF+0x71/8:xor;WF+0x170/4:and;RF+0x81/8:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x170/4:mov;WF+0x23/4:and;RF+0x170/4:or;RF+0x0/8:cmp;WF+0x23/4:xor;RF+0x170/4:sub;RF+0x0/8:cmp;RF+0x71/8:xor;RF+0xa/8:mov;RF+0x10f/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rdx
190	0x9eacb	exact	224	+0x5	CCVVV	b0=0x3d,b1=0x01	0x9ede7	0x9edf7	180	30	227d00816a7bb0d0	RF+0xa/8:4,RF+0x0/8:2,RF+0x60/8:2,IPADV+0x0:2,RIP+0x0/2:2,WF+0x71/8:2,RF+0x81/8:1,WF+0x0/8:1,WF+0x60/8:1,RF+0x194/1:1,RF+0x71/8:1,IPADV+0x2:1	10	bdf7b25b42014a7b	7	6ab306ee205efbee	352@0xc1ec4:134,257@0xadbfd:86,144@0x95887:4	IPADV+0x3;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax	RF+0x0/8:mov;RF+0x81/8:mov;WF+0x0/8:mov;RF+0x60/8:mov;WF+0x60/8:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;WF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x3;RF+0x10f/8:mov;RIP+0x3/2:movzx;RF+0x170/4:add;WF+0x170/4:and;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rax
191	0x9ede9	unobserved	0	-	-	-	0x9f007	0x9f017	114	24	935990fc2b3317d2	RF+0xa/8:3,RF+0x0/8:2,WF+0x170/4:2,WF+0x71/8:2,WF+0x0/8:1,RF+0x71/8:1,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x0:1,RIP+0x0/2:1,RF+0x10f/8:1,IPADV+0x2:1	11	0b46cd5a4abc0f00	7	91664ac7f9bfba57		IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15;RF+0x23/4:mov	RF+0x0/8:mov;WF+0x170/4:xor;WF+0x0/8:mov;RF+0x0/8:mov;WF+0x71/8:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x4;WF+0x71/8:mov;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x10f/8:mov;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:sub;WF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r15;RF+0x23/4:mov
192	0x9f00a	exact	2338	+0x5	VVCCV	b2=0x3d,b3=0x01	0x9f779	0x9f789	415	58	11344c1c39446dd8	RF+0x170/4:7,RF+0x0/8:7,RF+0x23/4:6,WF+0x23/4:5,WF+0x170/4:4,RF+0x194/1:4,RF+0x71/8:3,RF+0xa/8:3,RF+0x60/8:2,RF+0x81/8:2,WF+0x71/8:2,WF+0x60/8:1	10	d21c7a75e432cbe9	7	747719a0099b2aa5	198@0xa037e:509,257@0xadbfd:419,108@0x8f24b:383,256@0xad849:324,144@0x95887:318,173@0x9ba74:181	IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14	RF+0x23/4:mov;WF+0x170/4:add;RF+0x60/8:mov;WF+0x60/8:mov;RF+0x23/4:mov;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x170/4:mov;WF+0x23/4:add;RF+0x23/4:mov;WF+0x23/4:or;WF+0x23/4:xor;RF+0x170/4:or;RF+0x0/8:cmp;RF+0x71/8:xor;RF+0x0/8:mov;WF+0x0/8:mov;RF+0x81/8:mov;RF+0x23/4:mov;WF+0x23/4:and;WF+0x23/4:or;RF+0x170/4:xor;RF+0x0/8:cmp;RF+0x71/8:xor;RF+0x194/1:mov;RF+0x0/8:mov;RF+0x60/8:mov;RF+0x194/1:mov;WF+0x71/8:mov;RF+0x170/4:add;RF+0x0/8:cmp;RF+0x23/4:mov;RF+0x81/8:mov;WF+0x170/4:add;RF+0x194/1:mov;RF+0x170/4:and;RF+0x0/8:cmp;RF+0x194/1:mov;RF+0x71/8:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:movzx;RF+0xa/8:mov;IPADV+0x2;RIP+0x2/2:mov;WF+0x71/8:mov;RF+0x23/4:mov;WF+0x170/4:add;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x10f/8:mov;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r14
193	0x9f77c	unobserved	0	-	-	-	0x9faa2	0x9fab2	171	30	7599cf23cbb31851	RF+0xa/8:6,WF+0x170/4:3,IPADV+0x3:2,RIP+0x3/2:2,IPADV+0x7:2,RIP+0x7/2:2,RF+0x23/4:1,RF+0x71/8:1,IPADV+0x0:1,RIP+0x0/2:1,RF+0x199/8:1,IPADV+0x5:1	10	167559679d8d5062	7	6498510cebf009da		IPADV+0x5;RIP+0x5/2:movzx;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x5;RIP+0x5/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx	RF+0x23/4:mov;RF+0x71/8:sub;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/2:movzx;WF+0x170/4:xor;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0x199/8:mov;RF+0xa/8:mov;IPADV+0x3;RIP+0x3/2:movzx;RF+0xa/8:mov;IPADV+0x7;RIP+0x7/2:movzx;RF+0xa/8:mov;IPADV+0x5;RIP+0x5/2:movzx;RF+0x10f/8:mov;RF+0x170/4:sub;WF+0x170/4:xor;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:rbx
194	0x9faa4	unobserved	0	-	-	-	0xa0068	0xa0078	332	58	9bb6548d1429842c	RF+0xa/8:7,WF+0x170/4:7,WF+0x23/4:6,RF+0x23/4:5,RF+0x170/4:4,IPADV+0x0:3,RF+0x71/8:3,IPADV+0x4:2,RIP+0x4/2:2,RIP+0x0/4:2,WF+0x1dc/4:2,RF+0x81/8:2	9	00977df261a72c34	6	c7d20c5ca772bc71		IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	RF+0xa/8:mov;IPADV+0x6;RIP+0x6/2:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;WF+0x1dc/4:mov;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;WF+0x1dc/4:mov;WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:xor;WF+0x23/4:or;WF+0x81/8:mov;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x23/4:and;RF+0x23/4:mov;RF+0x71/8:xor;WF+0x23/4:sub;WF+0x23/4:add;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:add;RF+0x194/1:mov;RF+0x170/4:mov;WF+0x23/4:add;RF+0x194/1:mov;WF+0x170/4:add;RF+0x71/8:xor;WF+0x170/4:xor;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:and;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
195	0x9fb50	sampled_backedge	3	-0x2306	sampled	-	0xa0068	0xa0078	284	48	9368126aba73fa20	WF+0x170/4:7,WF+0x23/4:6,RF+0x23/4:5,RF+0xa/8:4,RF+0x170/4:4,RF+0x71/8:3,IPADV+0x0:2,RF+0x81/8:2,RF+0x194/1:2,RIP+0x0/4:1,IPADV+0x4:1,RIP+0x4/2:1	9	00977df261a72c34	6	c7d20c5ca772bc71	310@0xb8556:2,86@0x8a37f:1	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/4:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/2:mov;WF+0x1dc/4:mov;WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:xor;WF+0x23/4:or;WF+0x81/8:mov;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x23/4:and;RF+0x23/4:mov;RF+0x71/8:xor;WF+0x23/4:sub;WF+0x23/4:add;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:add;RF+0x194/1:mov;RF+0x170/4:mov;WF+0x23/4:add;RF+0x194/1:mov;WF+0x170/4:add;RF+0x71/8:xor;WF+0x170/4:xor;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:and;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
196	0x9fbcd	exact	14371	+0x4	VVVV	-	0xa0068	0xa0078	247	41	eaa5cab123bf5b37	WF+0x170/4:7,WF+0x23/4:6,RF+0x23/4:5,RF+0x170/4:4,RF+0x71/8:3,RF+0xa/8:2,RF+0x81/8:2,RF+0x194/1:2,IPADV+0x0:1,RIP+0x0/2:1,WF+0x81/8:1,IPADV+0x2:1	9	00977df261a72c34	6	c7d20c5ca772bc71	18@0x7be9b:1113,189@0x9e7af:988,340@0xbf435:880,66@0x855ff:807,258@0xadf2c:771,33@0x7f7c4:666	IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10	WF+0x170/4:or;RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:movzx;RF+0x170/4:add;RF+0x23/4:xor;WF+0x23/4:or;WF+0x81/8:mov;RF+0x170/4:mov;RF+0x81/8:mov;WF+0x23/4:and;WF+0x23/4:and;RF+0x23/4:mov;RF+0x71/8:xor;WF+0x23/4:sub;WF+0x23/4:add;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:add;RF+0x194/1:mov;RF+0x170/4:mov;WF+0x23/4:add;RF+0x194/1:mov;WF+0x170/4:add;RF+0x71/8:xor;WF+0x170/4:xor;RF+0x23/4:mov;RF+0x81/8:mov;RF+0x71/8:xor;RF+0x23/4:mov;WF+0x170/4:add;WF+0x170/4:and;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:add;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r10
197	0xa006b	unobserved	0	-	-	-	0xa037b	0xa038b	173	21	9131d1402411547b	WF+0x199/4:4,RF+0xa/8:3,IPADV+0x0:1,RIP+0x0/2:1,IPADV+0x4:1,RIP+0x4/1:1,IPADV+0x2:1,RF+0x10f/8:1,RIP+0x2/2:1,RF+0x170/4:1,WF+0x170/4:1,TDYN:1	11	968e0d56b2856fd4	7	53298114b5e87cfd		IPADV+0x2;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add	RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov	RF+0xa/8:mov;IPADV+0x0;RIP+0x0/2:mov;RF+0xa/8:mov;IPADV+0x4;RIP+0x4/1:mov;WF+0x199/4:and;WF+0x199/4:and;WF+0x199/4:or;WF+0x199/4:or;RF+0xa/8:mov;IPADV+0x2;RF+0x10f/8:mov;RIP+0x2/2:movzx;RF+0x170/4:xor;WF+0x170/4:sub;TDYN;RTdyn/8:mov;WF+0xa/8:add;JMP:r8;RF+0x81/8:mov
