entry	target	observed_target	target_hits	tail_site	tail_reg	tail_distance	tail_site_hits	source_events	unique_vm_ips	top_ip_deltas	top_targets	top_sites	static_stop	insns	span_bytes	cond_jumps	jmps	calls	rets	frame_reads	frame_writes	ip_reads	table_reads	top_mnemonics
121	0x91379	1	2198	0x9170b	rdx	0x392	2204	2198	215	+0x4:2198	307@0xb8064:350,180@0x9cf32:244,114@0x90319:190,91@0x8b6de:171,196@0x9fbcd:117	tail@0x9170b:2198	0x9171b	209	929	0	1	0	0	0x170:4,0x71:3,0x23:2,0x194:2,0xa:2,0x81:1,0x0:1,0x10f:1	0x170:3,0x23:1,0x60:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:69,mov:48,xor:35,sub:24,and:18,or:11,movzx:2,cmp:1
122	0x9170d	1	498	0x91a57	rdx	0x34a	498	498	41	+0x5:498	334@0xbdd18:155,316@0xb987b:112,258@0xadf2c:92,210@0xa2da3:59,145@0x95b5c:40	tail@0x91a57:498	0x91a67	183	857	5	1	0	0	0xa:3,0x60:2,0x0:2,0x71:2,0x23:1,0x194:1,0x10f:1,0x170:1,0x81:1	0x170:2,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:50,add:48,sub:20,and:19,xor:13,or:11,cmp:9,jne:4
123	0x91a59	1	10597	0x91e7f	rdx	0x426	10597	10597	889	+0x4:10597	337@0xbec0e:1011,114@0x90319:972,66@0x855ff:944,347@0xc088d:901,64@0x85059:880	tail@0x91e7f:10597	0x91e8f	226	1077	5	4	0	0	0x81:6,0x23:3,0x0:3,0x170:3,0xa:2,0x71:1,0x194:1,0x10f:1	0x23:4,0x170:2,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:66,add:56,xor:23,and:22,sub:21,or:19,cmp:7,je:4
124	0x91e81	1	1796	0x922c1	r12	0x440	1796	1796	306	+0x6:1796	320@0xbada5:235,192@0x9f00a:199,43@0x8173d:191,37@0x80685:147,333@0xbd8af:139	tail@0x922c1:1796	0x922d1	232	1101	2	2	0	0	0x23:5,0x81:5,0x170:4,0xa:2,0x0:1,0x10f:1	0x170:8,0x23:4,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	mov:68,add:60,sub:27,or:25,and:23,xor:21,cmp:3,je:2
125	0x922c4	1	128	0x92612	r14	0x34e	128	128	26	+0x5:128	316@0xb987b:96,334@0xbdd18:8,246@0xab427:6,18@0x7be9b:4,75@0x873fc:3	tail@0x92612:128	0x92622	184	859	5	1	0	0	0xa:3,0x60:2,0x0:2,0x81:1,0x194:1,0x71:1,0x10f:1,0x170:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x2/1:1,+0x3/2:1,+0x0/2:1	dyn/8:1	mov:49,add:43,sub:20,and:17,or:17,xor:16,cmp:5,jne:4
126	0x92615	0	0	0x92998	r14	0x383	384	0	0				0x929a8	213	915	5	1	0	1	0xa:7,0x194:2,0x0:2,0xbb:1,0x81:1,0x71:1,0x10f:1,0x170:1,0x23:1	0x71:2,0x1dc:1,0x0:1,0x170:1,0xa:1	+0x3/2:2,+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:64,add:54,sub:17,pop:16,xor:13,or:11,and:10,popfq:5
127	0x926c3	1	384	0x92998	r14	0x2d5	384	384	3	+0x5:384	108@0x8f24b:256,144@0x95887:64,257@0xadbfd:64	tail@0x92998:384	0x929a8	165	741	5	1	0	0	0xa:4,0x194:2,0x0:2,0x81:1,0x71:1,0x10f:1,0x170:1,0x23:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x3/2:2,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:45,add:42,sub:17,xor:13,or:11,and:10,cmp:5,jne:4
128	0x9299b	1	1158	0x92f1f	rdx	0x584	1158	1158	115	+0x5:1158	268@0xb0007:282,215@0xa4609:268,64@0x85059:262,3@0x78c77:71,196@0x9fbcd:45	tail@0x92f1f:1158	0x92f2f	299	1427	8	2	0	0	0x23:6,0x81:3,0xa:3,0x170:2,0x194:1,0x71:1,0x10f:1	0x170:9,0x23:7,0x60:1,0xa:1	+0x1/2:1,+0x0/1:1,+0x3/2:1	dyn/8:1	mov:89,add:81,and:34,or:27,xor:24,sub:24,cmp:8,je:4
129	0x92f21	1	139	0x931d0	r11	0x2af	139	139	10	+0x3:139	215@0xa4609:64,99@0x8c99a:64,66@0x855ff:3,217@0xa4b11:2,199@0xa0631:2	tail@0x931d0:139	0x931e0	150	703	1	1	0	0	0x170:6,0x23:4,0xa:2,0x0:2,0x81:1,0x10f:1	0x170:6,0x23:5,0xe1:1,0xa:1	+0x2/1:1,+0x0/2:1	dyn/8:1	mov:52,add:50,and:14,sub:13,xor:9,or:6,cmp:3,je:1
130	0x931d3	1	5	0x937cd	r13	0x5fa	5	5	2	+0x5:5	144@0x95887:4,198@0xa037e:1	tail@0x937cd:5	0x937dd	337	1545	7	2	0	0	0x170:3,0x0:3,0x23:3,0xa:3,0x81:3,0x60:2,0x194:1,0x71:1,0x10f:1	0x23:3,0x170:3,0x71:2,0x60:1,0x0:1,0xa:1	+0x4/1:1,+0x2/2:1,+0x0/2:1	dyn/8:1	mov:82,add:74,sub:45,and:45,or:36,xor:31,cmp:8,jne:4
131	0x937d0	1	66	0x93f76	r14	0x7a6	66	66	18	+0x5:66	144@0x95887:31,173@0x9ba74:15,108@0x8f24b:10,160@0x994cf:4,352@0xc1ec4:2	tail@0x93f76:66	0x93f86	426	1971	12	4	0	0	0x23:9,0x81:4,0xa:3,0x60:2,0x0:2,0x170:2,0x194:1,0x71:1,0x10f:1	0x23:10,0x170:6,0x71:2,0x60:1,0x0:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	mov:107,add:102,xor:52,sub:52,and:49,or:29,cmp:12,je:8
132	0x93f79	0	0	0x94475	r11	0x4fc	0	0	0				0x94485	300	1288	1	1	0	2	0xa:6,0x23:4,0x170:3,0x81:2,0xbb:1,0x194:1,0x0:1,0x10f:1	0x23:4,0x170:4,0x1dc:2,0x16f:1,0x0:1,0xa:1	+0x0/2:2,+0x2/4:1,+0x2/2:1,+0x0/4:1,+0x4/2:1	dyn/8:1	mov:88,add:74,sub:31,pop:30,xor:26,and:21,or:21,popfq:2
133	0x93ff3	0	0	0x94475	r11	0x482	0	0	0				0x94485	263	1166	1	1	0	1	0xa:4,0x23:4,0x170:3,0x81:2,0x194:1,0x0:1,0x10f:1	0x23:4,0x170:4,0x1dc:1,0x16f:1,0x0:1,0xa:1	+0x0/2:1,+0x2/2:1,+0x0/4:1,+0x4/2:1	dyn/8:1	mov:76,add:66,sub:31,xor:26,and:21,or:21,pop:15,cmp:2
134	0x9406d	0	0	0x94475	r11	0x408	0	0	0				0x94485	226	1044	1	1	0	0	0x23:4,0x170:3,0x81:2,0xa:2,0x194:1,0x0:1,0x10f:1	0x23:4,0x170:4,0x16f:1,0x0:1,0xa:1	+0x0/4:1,+0x4/2:1	dyn/8:1	mov:63,add:59,sub:31,xor:26,and:21,or:21,cmp:2,je:1
135	0x94478	0	0	0x94619	rdx	0x1a1	0	0	0				0x94629	94	432	1	2	0	0	0xa:6,0x170:2,0x0:1,0x199:1,0x10f:1	0xa:1	+0x0/2:2,+0x7/2:2,+0x3/2:1,+0x5/2:1	dyn/8:1	mov:35,add:30,sub:6,movzx:5,or:5,and:4,xor:4,cmp:2
136	0x9461b	1	2	0x94970	r13	0x355	2	2	1	+0x5:2	198@0xa037e:2	tail@0x94970:2	0x94980	194	866	5	1	0	0	0xa:4,0x0:3,0x60:2,0x71:2,0x194:1,0x10f:1,0x170:1	0x71:2,0x60:1,0x0:1,0x170:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:57,add:45,sub:21,xor:18,and:15,or:9,cmp:6,jne:4
137	0x94973	0	0	0x94c38	rax	0x2c5	0	0	0				0x94c48	148	724	1	2	0	0	0xa:7,0x170:2,0x0:1,0x199:1,0x10f:1	0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x6/2:1,+0x2/2:1	dyn/8:1	add:46,mov:42,sub:19,or:12,xor:11,and:8,movzx:5,cmp:2
138	0x94c3a	0	0	0x94ddc	r15	0x1a2	0	0	0				0x94dec	94	431	2	3	0	0	0xa:4,0x170:2,0x81:1,0x10f:1	0x23:1,0x170:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x2/2:1,+0x0/2:1	dyn/8:1	add:30,mov:27,xor:8,and:7,sub:5,movzx:4,or:4,jmp:3
139	0x94ddf	0	0	0x951c0	rsi	0x3e1	2190	0	0				0x951d0	226	1009	6	4	0	1	0x23:5,0xa:4,0x170:4,0x81:3,0x0:2,0x194:2,0xbb:1,0x10f:1	0x23:7,0x170:2,0x1dc:1,0x60:1,0xa:1	+0x0/4:1,+0x4/2:1,+0x2/4:1,+0x0/2:1	dyn/8:1	mov:67,add:62,or:18,and:17,sub:16,pop:15,xor:10,cmp:8
140	0x94e5a	1	2190	0x951c0	rsi	0x366	2190	2190	248	+0x6:2190	64@0x85059:260,189@0x9e7af:224,185@0x9d964:208,347@0xc088d:189,37@0x80685:132	tail@0x951c0:2190	0x951d0	189	886	6	4	0	0	0x23:5,0x170:4,0x81:3,0x0:2,0x194:2,0xa:2,0x10f:1	0x23:7,0x170:2,0x60:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	mov:55,add:54,or:18,and:17,sub:16,xor:10,cmp:8,je:6
141	0x951c2	0	0	0x953af	rsi	0x1ed	0	0	0				0x953bf	112	508	1	2	0	0	0xa:4,0x71:1,0x10f:1,0x170:1	0xa:1	+0x6/2:1,+0x0/2:1,+0x4/2:1,+0x2/2:1	dyn/8:1	add:32,mov:28,xor:12,and:11,sub:10,or:9,movzx:4,jmp:2
142	0x953b1	1	1	0x957d6	r11	0x425	1	1	1	+0xa:1	83@0x8947b:1	tail@0x957d6:1	0x957e6	227	1074	3	2	0	0	0x23:7,0x170:6,0x0:3,0xa:3,0x81:2,0x194:2,0x10f:1	0x170:12,0x23:7,0x60:1,0xa:1	+0x0/4:1,+0x0/8:1,+0x8/2:1	dyn/8:1	mov:87,add:69,xor:18,or:15,sub:15,and:9,cmp:6,je:3
143	0x957d9	0	0	0x95b59	r8	0x380	5216	0	0				0x95b69	208	908	6	1	0	1	0xa:4,0x0:4,0x194:3,0x81:3,0x170:3,0xbb:1,0x71:1,0x16f:1,0x23:1,0x10f:1	0x170:4,0x23:2,0x1dc:1,0xa:1	+0x6/2:1,+0x4/2:1,+0x0/4:1,+0x0/2:1	dyn/8:1	mov:73,add:57,and:18,pop:15,cmp:10,sub:9,xor:8,or:8
144	0x95887	1	5216	0x95b59	r8	0x2d2	5216	5216	619	+0x2:5216	258@0xadf2c:577,268@0xb0007:365,18@0x7be9b:315,168@0x9aa83:310,114@0x90319:236	tail@0x95b59:5216	0x95b69	160	734	6	1	0	0	0x0:4,0x194:3,0x81:3,0x170:3,0x71:1,0x16f:1,0x23:1,0x10f:1,0xa:1	0x170:4,0x23:2,0xa:1	+0x0/2:1	dyn/8:1	mov:54,add:45,and:18,cmp:10,sub:9,xor:8,or:8,jne:4
145	0x95b5c	1	259	0x9634f	r12	0x7f3	142	142	13	+0x139:125,+0xbec:4,+0x30:3,+0x60:3,+0x28b:2	354@0xc2241:132,165@0x9a24c:6,171@0x9b4b3:4	tail@0x9634f:142	0x9635f	427	2051	39	3	0	0	0xa:4,0x10f:1,0x12:1	0x12:19,0xa:2	+0x8/2:1,+0xa/1:1,+0x0/2:1,+0x4/4:1	dyn/8:1	mov:105,add:66,and:56,or:53,xor:38,sub:33,jne:25,cmp:23
146	0x96407	1	578	0x96915	r12	0x50e	578	578	101	+0x5:578	258@0xadf2c:186,172@0x9b68a:98,70@0x8610e:64,28@0x7e390:30,199@0xa0631:25	tail@0x96915:578	0x96925	278	1309	6	2	0	0	0x23:4,0x170:3,0xa:3,0x71:2,0x0:2,0x81:1,0x10f:1	0x170:6,0x23:3,0x60:1,0xa:1	+0x3/2:1,+0x0/1:1,+0x1/2:1	dyn/8:1	mov:67,add:65,xor:40,sub:32,and:30,or:26,cmp:8,jne:4
147	0x96918	0	0	0x96b6b	r12	0x253	0	0	0				0x96b7b	128	608	1	1	0	0	0xa:3,0x0:2,0x71:1,0x23:1,0x10f:1	0x71:2,0x0:1,0x170:1,0xa:1	+0x0/1:1,+0x3/2:1,+0x1/2:1	dyn/8:1	add:37,mov:35,sub:16,and:12,or:10,xor:9,cmp:2,movzx:2
148	0x96b6e	1	144	0x96eb1	r14	0x343	144	144	18	+0x5:144	160@0x994cf:74,144@0x95887:25,352@0xc1ec4:23,173@0x9ba74:12,257@0xadbfd:6	tail@0x96eb1:144	0x96ec1	185	848	5	1	0	0	0xa:4,0x71:2,0x0:2,0x60:2,0x23:1,0x194:1,0x10f:1,0x170:1	0x71:2,0x0:1,0x170:1,0x60:1,0xa:1	+0x0/2:2,+0x2/1:1,+0x3/2:1	dyn/8:1	mov:48,add:43,sub:24,and:15,or:14,xor:13,cmp:5,jne:4
149	0x96eb4	0	0	0x9730e	r10	0x45a	0	0	0				0x9731e	252	1130	5	1	0	1	0xa:6,0x0:2,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1	0x71:2,0x170:2,0x1dc:1,0x60:1,0x0:1,0xa:1	+0x0/2:3,+0x2/2:2,+0x4/1:1	dyn/8:1	mov:70,add:58,sub:28,xor:21,or:17,pop:16,and:13,popfq:5
150	0x96f2a	0	0	0x9730e	r10	0x3e4	0	0	0				0x9731e	216	1012	5	1	0	0	0xa:4,0x0:2,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x0/2:2,+0x4/1:1,+0x2/2:1	dyn/8:1	mov:58,add:51,sub:28,xor:21,or:17,and:13,cmp:5,jne:4
151	0x97311	1	45	0x97689	r11	0x378	45	45	12	+0x5:45	198@0xa037e:16,173@0x9ba74:12,352@0xc1ec4:7,160@0x994cf:6,144@0x95887:4	tail@0x97689:45	0x97699	201	904	5	1	0	0	0xa:4,0x60:2,0x0:2,0x194:1,0x71:1,0x23:1,0x10f:1,0x170:1	0x71:2,0x170:2,0x60:1,0x0:1,0xa:1	+0x0/2:2,+0x2/1:1,+0x3/2:1	dyn/8:1	mov:51,add:49,sub:23,and:18,xor:18,or:14,cmp:5,jne:4
152	0x9768c	0	0	0x979a8	r13	0x31c	0	0	0				0x979b8	178	812	2	2	0	0	0xa:8,0x170:2,0x199:1,0x0:1,0x10f:1	0x170:1,0xa:1	+0x9/2:2,+0x1/2:2,+0x7/2:1,+0x0/1:1,+0x3/2:1,+0x5/2:1	dyn/8:1	add:47,mov:46,xor:21,sub:19,or:16,and:13,movzx:6,cmp:4
153	0x979ab	1	10	0x97ce3	r9	0x338	10	10	2	+0x5:10	144@0x95887:5,173@0x9ba74:5	tail@0x97ce3:10	0x97cf3	188	839	5	1	0	0	0xa:4,0x0:3,0x60:2,0x170:2,0x194:1,0x71:1,0x10f:1,0x23:1	0x71:2,0x0:1,0x60:1,0x170:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:54,add:51,xor:15,sub:14,and:14,or:11,cmp:6,jne:4
154	0x97ce6	1	2207	0x980a9	rax	0x3c3	2337	2207	252	+0x4:2207	91@0x8b6de:389,180@0x9cf32:275,196@0x9fbcd:157,185@0x9d964:156,105@0x8e6b4:134	tail@0x980a9:2207	0x980b9	209	978	2	1	0	0	0x23:6,0x170:3,0xa:2,0x81:1,0x194:1,0x71:1,0x10f:1	0x23:6,0x170:4,0x60:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:62,mov:59,sub:26,and:21,or:17,xor:17,cmp:2,je:2
155	0x980ab	0	0	0x98351	r13	0x2a6	22	0	0				0x98361	155	694	1	2	0	0	0xa:6,0x170:1,0x0:1,0x199:1,0x10f:1	0x170:1,0xa:1	+0x0/2:2,+0x4/2:2,+0x6/2:1,+0x2/2:1	dyn/8:1	add:47,mov:43,sub:19,or:14,and:12,xor:10,movzx:5,cmp:2
156	0x98354	0	0	0x98a98	rdi	0x744	0	0	0				0x98aa8	408	1876	9	3	0	0	0x23:6,0x194:4,0x0:3,0xa:3,0x81:2,0x170:2,0x60:2,0x71:1,0x10f:1	0x23:4,0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x4/1:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:100,add:96,and:50,xor:49,sub:46,or:38,cmp:10,je:5
157	0x98a9a	1	14692	0x99026	r9	0x58c	14718	14692	1395	+0x4:14692	18@0x7be9b:993,199@0xa0631:922,66@0x855ff:885,340@0xbf435:831,64@0x85059:828	tail@0x99026:14692	0x99036	296	1435	7	2	0	0	0x23:8,0x170:3,0x81:3,0xa:2,0x0:2,0x71:2,0x194:1,0x10f:1	0x23:11,0x170:5,0x81:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:87,mov:84,and:30,xor:26,or:26,sub:23,cmp:9,je:7
158	0x99029	1	9431	0x992ca	r13	0x2a1	9431	9431	804	+0x4:9431	340@0xbf435:989,189@0x9e7af:726,337@0xbec0e:710,18@0x7be9b:695,64@0x85059:648	tail@0x992ca:9431	0x992da	152	685	2	2	0	0	0x170:3,0x0:3,0x23:3,0x194:2,0xa:2,0x71:1,0x81:1,0x10f:1	0x170:5,0x23:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:48,add:40,sub:17,and:15,xor:11,or:10,cmp:4,push:2
159	0x992cd	0	0	0x994cc	r11	0x1ff	0	0	0				0x994dc	110	526	2	2	0	0	0xa:6,0x23:1,0x199:1,0x194:1,0x10f:1,0x170:1,0x81:1	0x23:2,0x170:1,0xa:1	+0x2/2:2,+0x0/2:2,+0x6/2:1,+0x4/2:1	dyn/8:1	mov:38,add:36,and:8,sub:7,or:5,movzx:5,xor:5,cmp:2
160	0x994cf	1	5207	0x99757	r8	0x288	5207	5207	576	+0x2:5207	185@0x9d964:351,215@0xa4609:346,43@0x8173d:319,18@0x7be9b:310,172@0x9b68a:268	tail@0x99757:5207	0x99767	146	664	6	1	0	0	0x81:3,0x71:3,0x170:2,0x194:1,0x16f:1,0x23:1,0x0:1,0xa:1,0x10f:1	0x170:5,0x23:1,0xa:1	+0x0/2:1	dyn/8:1	mov:42,add:42,sub:14,and:14,xor:12,cmp:7,or:7,jne:4
161	0x9975a	1	9481	0x99b3a	rax	0x3e0	9481	9481	818	+0x4:9481	28@0x7e390:776,337@0xbec0e:707,340@0xbf435:650,18@0x7be9b:637,64@0x85059:606	tail@0x99b3a:9481	0x99b4a	219	1007	3	3	0	0	0x81:3,0x0:2,0xa:2,0x170:2,0x194:1,0x23:1,0x10f:1	0x23:4,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	add:55,mov:52,or:28,sub:27,xor:23,and:21,cmp:4,jmp:3
162	0x99b3c	0	0	0x99e1e	r15	0x2e2	0	0	0				0x99e2e	163	751	2	2	0	0	0xa:8,0x199:1,0x10f:1	0x170:2,0xa:1	+0x7/2:2,+0x3/2:2,+0x5/2:1,+0x2/1:1,+0x0/2:1,+0x9/2:1	dyn/8:1	mov:43,add:43,xor:19,sub:17,and:15,or:11,movzx:6,cmp:3
163	0x99e21	0	0	0x9a249	r14	0x428	0	0	0				0x9a259	245	1079	5	1	0	1	0xa:6,0x0:3,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1,0x170:1	0x170:3,0x71:2,0x1dc:1,0x0:1,0x60:1,0xa:1	+0x2/2:3,+0x0/2:2,+0x4/1:1	dyn/8:1	mov:66,add:59,and:22,xor:20,sub:17,pop:16,or:15,cmp:6
164	0x99e99	0	0	0x9a249	r14	0x3b0	0	0	0				0x9a259	209	959	5	1	0	0	0xa:4,0x0:3,0x60:2,0x194:1,0x71:1,0x23:1,0x10f:1,0x170:1	0x170:3,0x71:2,0x0:1,0x60:1,0xa:1	+0x2/2:2,+0x4/1:1,+0x0/2:1	dyn/8:1	mov:54,add:52,and:22,xor:20,sub:17,or:15,cmp:6,jne:4
165	0x9a24c	1	1826	0x9a46b	r9	0x21f	1825	1825	159	+0x2:1825	114@0x90319:356,333@0xbd8af:215,340@0xbf435:198,268@0xb0007:188,203@0xa1484:186	tail@0x9a46b:1825	0x9a47b	114	559	0	1	0	0	0x170:3,0x0:2,0x71:2,0x23:2,0x194:1,0xa:1,0x10f:1	0x170:2,0x23:1,0xf3:1,0xa:1	+0x0/2:1	dyn/8:1	mov:39,add:33,xor:12,sub:10,or:9,and:7,cmp:2,shl:1
166	0x9a46e	0	0	0x9a8cf	r12	0x461	0	0	0				0x9a8df	250	1131	0	1	0	0	0x170:5,0x23:5,0x81:4,0x71:2,0xa:2,0x0:1,0x10f:1	0x170:8,0x23:3,0x16f:1,0x0:1,0xa:1	+0x2/4:1,+0x0/2:1	dyn/8:1	mov:69,add:66,xor:35,sub:33,and:30,or:14,cmp:1,movzx:1
167	0x9a8d2	1	2509	0x9aa81	rdx	0x1af	2509	2509	174	+0x6:2509	351@0xc1d48:1262,283@0xb3612:790,295@0xb60e0:457	tail@0x9aa81:2509	0x9aa91	101	446	0	1	0	0	0xa:3,0x23:2,0x71:1,0x10f:1,0x170:1	0x23:1,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1,+0x4/2:1	dyn/8:1	add:30,mov:24,xor:15,and:11,or:8,sub:8,movzx:3,pop:1
168	0x9aa83	1	14366	0x9af16	rdi	0x493	14369	14366	1365	+0x4:14366	340@0xbf435:964,258@0xadf2c:861,337@0xbec0e:838,305@0xb78b0:795,189@0x9e7af:776	tail@0x9af16:14366	0x9af26	248	1183	6	3	0	0	0x23:6,0x81:4,0xa:2,0x71:1,0x10f:1,0x170:1	0x23:9,0x170:3,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:73,mov:59,and:32,sub:26,or:21,xor:20,cmp:6,je:6
169	0x9af18	1	1796	0x9b0c5	r10	0x1ad	2162	1796	71	+0x4:1796	171@0x9b4b3:756,354@0xc2241:658,165@0x9a24c:382	tail@0x9b0c5:1796	0x9b0d5	91	441	0	1	0	0	0x170:2,0x0:2,0xa:2,0x194:1,0x10f:1	0x170:2,0x23:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:32,add:26,and:13,or:6,xor:6,sub:3,cmp:2,movzx:1
170	0x9b0c8	0	0	0x9b4b0	r10	0x3e8	0	0	0				0x9b4c0	217	1012	3	2	0	0	0xa:8,0x194:1,0x199:1,0x81:1,0x23:1,0x10f:1,0x170:1	0x23:2,0x170:1,0xa:1	+0x9/2:2,+0x3/2:2,+0x5/2:1,+0x0/1:1,+0x1/2:1,+0x7/2:1	dyn/8:1	add:58,mov:51,and:27,sub:24,xor:21,or:20,movzx:6,cmp:3
171	0x9b4b3	1	2533	0x9b687	r14	0x1d4	2534	2533	185	+0x2:2533	196@0x9fbcd:352,337@0xbec0e:328,322@0xbb3c9:256,333@0xbd8af:191,43@0x8173d:186	tail@0x9b687:2533	0x9b697	103	481	1	1	0	0	0x23:2,0x71:1,0xa:1,0x10f:1	0x170:4,0x23:4,0xf3:1,0xa:1	+0x0/2:1	dyn/8:1	add:31,mov:28,or:12,sub:11,and:10,xor:7,cmp:1,je:1
172	0x9b68a	1	12530	0x9ba72	rsi	0x3e8	12538	12529	1092	+0x4:12529	28@0x7e390:851,258@0xadf2c:760,199@0xa0631:756,305@0xb78b0:674,340@0xbf435:647	tail@0x9ba72:12529	0x9ba82	220	1012	1	1	0	0	0x170:6,0x0:3,0x23:3,0x71:2,0x81:2,0xa:2,0x10f:1	0x170:4,0x23:3,0x81:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	mov:60,add:56,sub:28,or:24,xor:23,and:21,cmp:4,movzx:2
173	0x9ba74	1	5101	0x9bd8c	r11	0x318	5101	5101	535	+0x2:5101	64@0x85059:483,196@0x9fbcd:369,337@0xbec0e:364,340@0xbf435:287,114@0x90319:283	tail@0x9bd8c:5101	0x9bd9c	167	808	7	3	0	0	0x71:4,0x81:3,0x170:2,0x194:2,0x23:2,0x16f:1,0x0:1,0x10f:1,0xa:1	0x170:5,0x23:2,0xa:1	+0x0/2:1	dyn/8:1	mov:49,add:49,and:16,sub:14,or:12,xor:8,cmp:8,jne:4
174	0x9bd8f	1	11741	0x9c08c	r15	0x2fd	11741	11741	889	+0x4:11741	28@0x7e390:1082,258@0xadf2c:1081,114@0x90319:941,347@0xc088d:812,337@0xbec0e:757	tail@0x9c08c:11741	0x9c09c	174	778	1	2	0	0	0x81:5,0x23:4,0x170:3,0x0:3,0x194:3,0x71:2,0xa:2,0x10f:1	0x170:6,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:54,add:48,sub:19,and:17,or:15,xor:12,cmp:3,push:2
175	0x9c08f	1	5	0x9c3f4	r13	0x365	10132	1	1	+0x2cef7:1	310@0xb8556:1	dispatch@0xcdac7:1	0x9c404	197	879	3	3	0	1	0xa:4,0x71:4,0x23:3,0x170:2,0x0:2,0x194:2,0xbb:1,0x81:1,0x10f:1	0x170:3,0x1dc:1,0x23:1,0xa:1	+0x0/4:1,+0x4/2:1,+0x0/2:1,+0x2/2:1	dyn/8:1	mov:56,add:53,xor:18,and:17,sub:16,pop:15,or:7,cmp:4
176	0x9c10b	1	10132	0x9c3f4	r13	0x2e9	10132	10132	878	+0x4:10132	307@0xb8064:958,28@0x7e390:933,189@0x9e7af:820,340@0xbf435:797,18@0x7be9b:752	tail@0x9c3f4:10132	0x9c404	160	755	3	3	0	0	0x71:4,0x23:3,0x170:2,0x0:2,0x194:2,0xa:2,0x81:1,0x10f:1	0x170:3,0x23:1,0xa:1	+0x0/2:1,+0x2/2:1	dyn/8:1	add:45,mov:44,xor:18,and:17,sub:16,or:7,cmp:4,jmp:3
177	0x9c3f7	0	0	0x9c748	rcx	0x351	0	0	0				0x9c758	194	860	8	2	0	0	0xa:3,0x10f:1	0x199:4,0x170:1,0xa:1	+0x3/2:1,+0x2/1:1,+0x0/2:1	dyn/8:1	mov:43,add:34,and:29,or:26,xor:22,sub:17,cmp:8,jne:7
178	0x9c74a	0	0	0x9ca8a	r9	0x340	0	0	0				0x9ca9a	181	845	2	2	0	0	0xa:8,0x81:1,0x199:1,0x10f:1	0xa:1	+0x9/2:2,+0x2/2:2,+0x0/2:1,+0x6/1:1,+0x7/2:1,+0x4/2:1	dyn/8:1	add:53,mov:48,and:24,xor:17,or:12,sub:12,movzx:6,cmp:3
179	0x9ca8d	1	737	0x9cf2f	r12	0x4a2	737	737	107	+0x5:737	99@0x8c99a:131,337@0xbec0e:117,268@0xb0007:106,43@0x8173d:103,18@0x7be9b:83	tail@0x9cf2f:737	0x9cf3f	262	1202	6	3	0	0	0x81:4,0x170:3,0xa:3,0x71:2,0x0:2,0x23:2,0x10f:1,0x194:1	0x170:3,0x23:2,0x60:1,0xa:1	+0x3/2:1,+0x0/1:1,+0x1/2:1	dyn/8:1	mov:62,add:61,sub:35,xor:30,and:29,or:26,cmp:8,jne:4
180	0x9cf32	1	1848	0x9d13d	rdx	0x20b	1848	1848	382	+0x4:1848	168@0x9aa83:355,79@0x885b0:232,337@0xbec0e:148,269@0xb045b:134,157@0x98a9a:129	tail@0x9d13d:1848	0x9d14d	112	535	2	2	0	0	0xa:2,0x81:2,0x194:1,0x23:1,0x170:1,0x10f:1	0x23:2,0x170:1,0xa:1	+0x2/2:1,+0x0/2:1	dyn/8:1	mov:28,add:28,sub:16,or:14,and:10,xor:8,movzx:2,cmp:2
